DATABASE_ID	NP_Score	QED
DB00035	0.2967819285063689	0.027500717327745408
DB00104	0.83570258205426	0.045517553484694884
DB00114	0.295072768156175	0.5936523103116017
DB00118	0.868252570342874	0.29811920561488375
DB00119	0.61204430055605	0.4459283845851701
DB00120	0.47611511377957494	0.6904627990029388
DB00121	0.0209199007456375	0.49347811519219625
DB00122	1.4442915154327431	0.47618393148924254
DB00123	1.4544892346783602	0.45717715849655716
DB00126	1.7457549601731752	0.41163275482070455
DB00128	1.0796256032994	0.45202125503537777
DB00129	1.5939798335091782	0.4638861120098108
DB00130	0.8921076698336602	0.4560917735982506
DB00131	0.8774369184369519	0.39554715580403454
DB00132	1.358384488598265	0.3484104486085374
DB00134	0.3428285563410889	0.596996208092774
DB00135	0.8777119567940694	0.6277204469356521
DB00136	2.652134248255691	0.5199919050350968
DB00137	2.1147386439208353	0.20323042937829597
DB00138	0.7194365767286144	0.33602476320889413
DB00139	0.37645268102813756	0.5437714031598524
DB00140	0.06542703160760004	0.3284121594560428
DB00141	1.4631905277489534	0.29995584914552287
DB00142	1.3156420299939602	0.48597553095435087
DB00143	0.48163715182639005	0.26343729334807475
DB00144	0.7601708313850011	0.33154839642551137
DB00145	0.4499100098347199	0.42117088793654706
DB00146	2.630923154041059	0.5184686039927527
DB00148	0.31908433293219995	0.32736274622427813
DB00150	0.39214819345191804	0.7005840997557369
DB00151	1.1362500921390999	0.42438150224218973
DB00152	-0.05087793854301667	0.7015079236860727
DB00153	2.8122750367021765	0.4732790343822408
DB00155	0.24438161977080006	0.3941591852138037
DB00156	0.7419557438346001	0.37486759510593026
DB00157	0.5388282655103045	0.12182198298220946
DB00158	-0.42611722969901555	0.23333260256375776
DB00159	1.1159552698020134	0.3348176579051081
DB00161	0.8342143300664626	0.5369765717084767
DB00162	2.6145502533430087	0.6605933879271789
DB00163	1.4998346307745098	0.35864394447897774
DB00165	0.6363276859448918	0.5858308475922274
DB00166	0.9336374438485916	0.5541818739705442
DB00169	2.5163752890678106	0.49910402699484807
DB00170	1.1005174948371694	0.5994834910884169
DB00173	-0.19227773519861996	0.4658320365413959
DB00174	0.8014949340112889	0.4239394773771117
DB00175	2.180549866520257	0.39708378626335494
DB00176	-0.6907125105073679	0.432027738820179
DB00177	-0.8062331304240967	0.49443162692459075
DB00178	0.12483274985020339	0.6003163359035135
DB00179	0.6884357906492545	0.636536149264244
DB00180	2.1867982696543935	0.6941687601073248
DB00181	0.05031978830975003	0.8026316327602356
DB00182	-0.021749670994770015	0.6542162175383444
DB00183	-0.3848394037225469	0.08232831516129638
DB00184	-0.4120066640714167	0.6261518225795569
DB00185	1.1459936328587845	0.5872820800253644
DB00186	-0.6460252100092762	0.7928826600908672
DB00187	-0.24186356253552713	0.6762987306145708
DB00188	-0.6435993421349571	0.46304615262258836
DB00189	0.6267567717321333	0.5829710350354784
DB00190	0.6560291303219814	0.27902660017928355
DB00191	0.10819743182323638	0.6831676333388244
DB00192	-0.050527809609399954	0.8051213486025681
DB00193	0.4311914376827949	0.9061758690933457
DB00194	1.2590964287046207	0.41998546210491583
DB00195	-0.5636137938509302	0.6164391834948149
DB00196	-0.8641077469924136	0.7515159753061997
DB00197	0.7837512946110711	0.541216521733883
DB00198	1.0194227001370182	0.6912235198580302
DB00199	1.8947883220204775	0.2378725059837351
DB00201	-1.0865894217185572	0.5384628262372215
DB00202	0.339323528465805	0.4515871613452488
DB00203	-1.5058641408946605	0.5534046105187581
DB00204	-1.0702744048988	0.5525349937837031
DB00205	-0.5012941588301469	0.6287270947723553
DB00206	0.9332288254184294	0.3735666920618681
DB00207	1.8516605863212494	0.23847544119122638
DB00208	-2.471695821425853	0.7928094140981296
DB00209	0.24967035805669652	0.6364424954881173
DB00210	0.09912215203919686	0.5197041292773107
DB00211	-0.5934252657205221	0.6540368201081147
DB00213	-0.8807934513419077	0.6309371659531015
DB00214	-1.3246873070133878	0.7865000061039765
DB00215	-0.473975771907225	0.8388667572429986
DB00216	-0.7156099353961297	0.7050592233207414
DB00217	-0.9578556954340923	0.5216669445312792
DB00218	0.07692109113750345	0.8185182971562767
DB00219	0.08722631681870001	0.5777859217395951
DB00220	-0.08881316918039749	0.326500977362608
DB00221	0.5768198686260352	0.5922201213727966
DB00222	-0.9508599160169591	0.47250231631400913
DB00223	1.8467122405113519	0.6488275153962211
DB00224	-0.416317753595598	0.2628234200956571
DB00226	0.3858749127504267	0.46190306091295014
DB00227	2.340204945105886	0.671999391844661
DB00228	-0.10134028710069991	0.48329409286155045
DB00229	-1.0778494602649853	0.23912093643456173
DB00230	1.187648438820391	0.6306196110552211
DB00231	-0.3956572712327333	0.879421465403288
DB00232	-1.2823842052351604	0.7508465680270321
