chembl_id	NP_Score	QED
CHEMBL503865	2.9726643241090054	0.20208402023508057
CHEMBL503873	2.657553560697177	0.2787501152135853
CHEMBL504077	1.568737396749802	0.2114928668736641
CHEMBL501665	3.376870858525182	0.4697509746023903
CHEMBL501672	1.5095508156895043	0.15281085807539155
CHEMBL501674	2.3591931600768885	0.4249806534499797
CHEMBL501943	0.8253432318501321	0.08161599727860268
CHEMBL501944	1.3650281304504317	0.09729316711578358
CHEMBL501918	3.5229453183599104	0.495150313601736
CHEMBL501922	3.040776287203814	0.32627183808951227
CHEMBL501923	3.081706943715171	0.2684848249156679
CHEMBL501493	3.523280778155881	0.5477871508634778
CHEMBL505931	3.035660151231558	0.5406842588252492
CHEMBL505936	1.1975337308086211	0.06408142843530021
CHEMBL444524	2.94839599149813	0.13054979831201025
CHEMBL444732	3.279511130244393	0.5610990368214794
CHEMBL444145	3.027078193476748	0.603150390952709
CHEMBL444231	2.880092796852864	0.3126826442142652
CHEMBL445172	0.9543570443155105	0.6948471395823247
CHEMBL445174	3.2717819823454004	0.4090545989913931
CHEMBL445177	0.9279089091097401	0.2984358059377491
CHEMBL445261	2.5391688056353208	0.1868702759661614
CHEMBL443462	2.218830351015969	0.7370926080111196
CHEMBL443597	2.003803956600247	0.22459057881230526
CHEMBL443682	0.4220141506609541	0.11824816057492703
CHEMBL443179	2.944638522286691	0.4067309872490323
CHEMBL444434	2.1728170537384925	0.6091397712080626
CHEMBL444506	3.233321284521507	0.45208924533457334
CHEMBL438301	2.4301067917896155	0.18308860082481468
CHEMBL500790	0.9118894150954949	0.773285808676253
CHEMBL502052	2.9685899961191184	0.07848581615968835
CHEMBL502053	0.9184405902156723	0.17657613621578044
CHEMBL445025	1.843217349458304	0.20187138734604196
CHEMBL444744	1.752235632546339	0.24453780018685764
CHEMBL445000	2.2018966921306995	0.22552490344423723
CHEMBL500346	3.36231583099642	0.4985106205239463
CHEMBL500203	3.344367185929545	0.5146052432571528
