CpdClass1	CpdClass2	ChemSim
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.6063829787234043
GF-I-1	GF-I-1	0.56
GF-I-1	GF-I-1	0.5490196078431373
GF-I-1	GF-I-1	0.6041666666666666
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.5445544554455446
GF-I-1	GF-I-1	0.5841584158415841
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.46296296296296297
GF-I-1	GF-I-1	0.4424778761061947
GF-I-1	GF-I-1	0.7032967032967034
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.7555555555555555
GF-I-1	GF-I-1	0.6732673267326733
GF-I-1	GF-I-1	0.7340425531914894
GF-I-1	GF-I-1	0.6415094339622641
GF-I-1	GF-I-1	0.7010309278350515
GF-I-1	GF-I-1	0.7472527472527473
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.7472527472527473
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.5656565656565656
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.5384615384615384
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.5436893203883495
GF-I-1	GF-I-1	0.5480769230769231
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.5742574257425742
GF-I-1	GF-I-1	0.5288461538461539
GF-I-1	GF-I-1	0.5673076923076923
GF-I-1	GF-I-1	0.5714285714285714
GF-I-1	GF-I-1	0.4636363636363636
GF-I-1	GF-I-1	0.45614035087719296
GF-I-1	GF-I-1	0.7191011235955056
GF-I-1	GF-I-1	0.7816091954022989
GF-I-1	GF-I-1	0.7555555555555555
GF-I-1	GF-I-1	0.776595744680851
GF-I-1	GF-I-1	0.8295454545454546
GF-I-1	GF-I-1	0.7373737373737373
GF-I-1	GF-I-1	0.7157894736842105
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.7816091954022989
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.8202247191011236
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.6041666666666666
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5490196078431373
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.6
GF-I-1	GF-I-1	0.5544554455445545
GF-I-1	GF-I-1	0.5436893203883495
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.5392156862745098
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5825242718446602
GF-I-1	GF-I-1	0.48598130841121495
GF-I-1	GF-I-1	0.43859649122807015
GF-I-1	GF-I-1	0.673469387755102
GF-I-1	GF-I-1	0.6938775510204082
GF-I-1	GF-I-1	0.6732673267326733
GF-I-1	GF-I-1	0.776595744680851
GF-I-1	GF-I-1	0.7373737373737373
GF-I-1	GF-I-1	0.7264150943396226
GF-I-1	GF-I-1	0.7227722772277227
GF-I-1	GF-I-1	0.68
GF-I-1	GF-I-1	0.6938775510204082
GF-I-1	GF-I-1	0.696969696969697
GF-I-1	GF-I-1	0.73
GF-I-1	GF-I-1	0.5607476635514018
GF-I-1	GF-I-1	0.5420560747663551
GF-I-1	GF-I-1	0.5185185185185185
GF-I-1	GF-I-1	0.580952380952381
GF-I-1	GF-I-1	0.5229357798165137
GF-I-1	GF-I-1	0.5607476635514018
GF-I-1	GF-I-1	0.49557522123893805
GF-I-1	GF-I-1	0.5181818181818182
GF-I-1	GF-I-1	0.5229357798165137
GF-I-1	GF-I-1	0.5523809523809524
GF-I-1	GF-I-1	0.5135135135135135
GF-I-1	GF-I-1	0.49122807017543857
GF-I-1	GF-I-1	0.5370370370370371
GF-I-1	GF-I-1	0.5272727272727272
GF-I-1	GF-I-1	0.48672566371681414
GF-I-1	GF-I-1	0.5495495495495496
GF-I-1	GF-I-1	0.5675675675675675
GF-I-1	GF-I-1	0.4782608695652174
GF-I-1	GF-I-1	0.4462809917355372
GF-I-1	GF-I-1	0.6808510638297872
GF-I-1	GF-I-1	0.7391304347826086
GF-I-1	GF-I-1	0.7340425531914894
GF-I-1	GF-I-1	0.8295454545454546
GF-I-1	GF-I-1	0.7373737373737373
GF-I-1	GF-I-1	0.7184466019417476
GF-I-1	GF-I-1	0.68
GF-I-1	GF-I-1	0.723404255319149
GF-I-1	GF-I-1	0.7391304347826086
GF-I-1	GF-I-1	0.723404255319149
GF-I-1	GF-I-1	0.776595744680851
GF-I-1	GF-I-1	0.594059405940594
GF-I-1	GF-I-1	0.5742574257425742
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.5841584158415841
GF-I-1	GF-I-1	0.5533980582524272
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.5631067961165048
GF-I-1	GF-I-1	0.5533980582524272
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5283018867924528
GF-I-1	GF-I-1	0.5185185185185185
GF-I-1	GF-I-1	0.5686274509803921
GF-I-1	GF-I-1	0.5576923076923077
GF-I-1	GF-I-1	0.5283018867924528
GF-I-1	GF-I-1	0.5514018691588785
GF-I-1	GF-I-1	0.5555555555555556
GF-I-1	GF-I-1	0.45132743362831856
GF-I-1	GF-I-1	0.4322033898305085
GF-I-1	GF-I-1	0.6407766990291263
GF-I-1	GF-I-1	0.6601941747572816
GF-I-1	GF-I-1	0.6415094339622641
GF-I-1	GF-I-1	0.7373737373737373
GF-I-1	GF-I-1	0.7264150943396226
GF-I-1	GF-I-1	0.7184466019417476
GF-I-1	GF-I-1	0.6728971962616822
GF-I-1	GF-I-1	0.6476190476190476
GF-I-1	GF-I-1	0.6764705882352942
GF-I-1	GF-I-1	0.6476190476190476
GF-I-1	GF-I-1	0.6952380952380952
GF-I-1	GF-I-1	0.5495495495495496
GF-I-1	GF-I-1	0.5178571428571429
GF-I-1	GF-I-1	0.49557522123893805
GF-I-1	GF-I-1	0.5405405405405406
GF-I-1	GF-I-1	0.5
GF-I-1	GF-I-1	0.5221238938053098
GF-I-1	GF-I-1	0.48717948717948717
GF-I-1	GF-I-1	0.4956521739130435
GF-I-1	GF-I-1	0.5132743362831859
GF-I-1	GF-I-1	0.5272727272727272
GF-I-1	GF-I-1	0.47863247863247865
GF-I-1	GF-I-1	0.4830508474576271
GF-I-1	GF-I-1	0.5132743362831859
GF-I-1	GF-I-1	0.5043478260869565
GF-I-1	GF-I-1	0.4661016949152542
GF-I-1	GF-I-1	0.5526315789473685
GF-I-1	GF-I-1	0.5431034482758621
GF-I-1	GF-I-1	0.4583333333333333
GF-I-1	GF-I-1	0.48760330578512395
GF-I-1	GF-I-1	0.7021276595744681
GF-I-1	GF-I-1	0.723404255319149
GF-I-1	GF-I-1	0.7010309278350515
GF-I-1	GF-I-1	0.7157894736842105
GF-I-1	GF-I-1	0.7227722772277227
GF-I-1	GF-I-1	0.68
GF-I-1	GF-I-1	0.6728971962616822
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.7419354838709677
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.6732673267326733
GF-I-1	GF-I-1	0.5825242718446602
GF-I-1	GF-I-1	0.5631067961165048
GF-I-1	GF-I-1	0.5384615384615384
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.5428571428571428
GF-I-1	GF-I-1	0.5673076923076923
GF-I-1	GF-I-1	0.5137614678899083
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.5428571428571428
GF-I-1	GF-I-1	0.5742574257425742
GF-I-1	GF-I-1	0.5185185185185185
GF-I-1	GF-I-1	0.5229357798165137
GF-I-1	GF-I-1	0.5728155339805825
GF-I-1	GF-I-1	0.5619047619047619
GF-I-1	GF-I-1	0.5185185185185185
GF-I-1	GF-I-1	0.5700934579439252
GF-I-1	GF-I-1	0.5740740740740741
GF-I-1	GF-I-1	0.4954954954954955
GF-I-1	GF-I-1	0.47413793103448276
GF-I-1	GF-I-1	0.7111111111111111
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7472527472527473
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.68
GF-I-1	GF-I-1	0.723404255319149
GF-I-1	GF-I-1	0.6476190476190476
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7555555555555555
GF-I-1	GF-I-1	0.7157894736842105
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.5588235294117647
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.59375
GF-I-1	GF-I-1	0.5490196078431373
GF-I-1	GF-I-1	0.5384615384615384
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.58
GF-I-1	GF-I-1	0.5339805825242718
GF-I-1	GF-I-1	0.5728155339805825
GF-I-1	GF-I-1	0.5769230769230769
GF-I-1	GF-I-1	0.45454545454545453
GF-I-1	GF-I-1	0.43478260869565216
GF-I-1	GF-I-1	0.7272727272727273
GF-I-1	GF-I-1	0.7906976744186046
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.7816091954022989
GF-I-1	GF-I-1	0.6938775510204082
GF-I-1	GF-I-1	0.7391304347826086
GF-I-1	GF-I-1	0.6764705882352942
GF-I-1	GF-I-1	0.7419354838709677
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7311827956989247
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.6105263157894737
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.6413043478260869
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.58
GF-I-1	GF-I-1	0.6559139784946236
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.56
GF-I-1	GF-I-1	0.5841584158415841
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.4766355140186916
GF-I-1	GF-I-1	0.45535714285714285
GF-I-1	GF-I-1	0.7111111111111111
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7472527472527473
GF-I-1	GF-I-1	0.7640449438202247
GF-I-1	GF-I-1	0.696969696969697
GF-I-1	GF-I-1	0.723404255319149
GF-I-1	GF-I-1	0.6476190476190476
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.7555555555555555
GF-I-1	GF-I-1	0.7727272727272727
GF-I-1	GF-I-1	0.7526881720430108
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.5714285714285714
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.6702127659574468
GF-I-1	GF-I-1	0.59
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.59375
GF-I-1	GF-I-1	0.58
GF-I-1	GF-I-1	0.5686274509803921
GF-I-1	GF-I-1	0.625
GF-I-1	GF-I-1	0.6122448979591837
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.5728155339805825
GF-I-1	GF-I-1	0.5769230769230769
GF-I-1	GF-I-1	0.45454545454545453
GF-I-1	GF-I-1	0.43478260869565216
GF-I-1	GF-I-1	0.6736842105263158
GF-I-1	GF-I-1	0.75
GF-I-1	GF-I-1	0.7083333333333334
GF-I-1	GF-I-1	0.8202247191011236
GF-I-1	GF-I-1	0.73
GF-I-1	GF-I-1	0.776595744680851
GF-I-1	GF-I-1	0.6952380952380952
GF-I-1	GF-I-1	0.6732673267326733
GF-I-1	GF-I-1	0.7157894736842105
GF-I-1	GF-I-1	0.7311827956989247
GF-I-1	GF-I-1	0.7526881720430108
GF-I-1	GF-I-1	0.5728155339805825
GF-I-1	GF-I-1	0.5686274509803921
GF-I-1	GF-I-1	0.5436893203883495
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5480769230769231
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.5471698113207547
GF-I-1	GF-I-1	0.5576923076923077
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.58
GF-I-1	GF-I-1	0.5523809523809524
GF-I-1	GF-I-1	0.5277777777777778
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5673076923076923
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.5462962962962963
GF-I-1	GF-I-1	0.5504587155963303
GF-I-1	GF-I-1	0.4473684210526316
GF-I-1	GF-I-1	0.4166666666666667
GF-I-1	GF-I-1	0.6630434782608695
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5607476635514018
GF-I-1	GF-I-1	0.594059405940594
GF-I-1	GF-I-1	0.5495495495495496
GF-I-1	GF-I-1	0.5825242718446602
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.5728155339805825
GF-I-1	GF-I-1	0.7111111111111111
GF-I-1	GF-I-1	0.6451612903225806
GF-I-1	GF-I-1	0.7415730337078652
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.6421052631578947
GF-I-1	GF-I-1	0.6288659793814433
GF-I-1	GF-I-1	0.5445544554455446
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5588235294117647
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.5544554455445545
GF-I-1	GF-I-1	0.6770833333333334
GF-I-1	GF-I-1	0.5673076923076923
GF-I-1	GF-I-1	0.48598130841121495
GF-I-1	GF-I-1	0.4909090909090909
GF-I-1	GF-I-1	0.6236559139784946
GF-I-1	GF-I-1	0.6630434782608695
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.6041666666666666
GF-I-1	GF-I-1	0.5420560747663551
GF-I-1	GF-I-1	0.5742574257425742
GF-I-1	GF-I-1	0.5178571428571429
GF-I-1	GF-I-1	0.5631067961165048
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.6105263157894737
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.5686274509803921
GF-I-1	GF-I-1	0.7111111111111111
GF-I-1	GF-I-1	0.6236559139784946
GF-I-1	GF-I-1	0.6813186813186813
GF-I-1	GF-I-1	0.6276595744680851
GF-I-1	GF-I-1	0.6739130434782609
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.5555555555555556
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.5789473684210527
GF-I-1	GF-I-1	0.5656565656565656
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.6813186813186813
GF-I-1	GF-I-1	0.6847826086956522
GF-I-1	GF-I-1	0.5656565656565656
GF-I-1	GF-I-1	0.6224489795918368
GF-I-1	GF-I-1	0.5333333333333333
GF-I-1	GF-I-1	0.4537037037037037
GF-I-1	GF-I-1	0.4594594594594595
GF-I-1	GF-I-1	0.5957446808510638
GF-I-1	GF-I-1	0.6
GF-I-1	GF-I-1	0.5656565656565656
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.5185185185185185
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.49557522123893805
GF-I-1	GF-I-1	0.5384615384615384
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.5714285714285714
GF-I-1	GF-I-1	0.5436893203883495
GF-I-1	GF-I-1	0.6451612903225806
GF-I-1	GF-I-1	0.6236559139784946
GF-I-1	GF-I-1	0.6521739130434783
GF-I-1	GF-I-1	0.6521739130434783
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.7816091954022989
GF-I-1	GF-I-1	0.6105263157894737
GF-I-1	GF-I-1	0.6703296703296703
GF-I-1	GF-I-1	0.6373626373626373
GF-I-1	GF-I-1	0.6559139784946236
GF-I-1	GF-I-1	0.6421052631578947
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.5714285714285714
GF-I-1	GF-I-1	0.6382978723404256
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.5841584158415841
GF-I-1	GF-I-1	0.45794392523364486
GF-I-1	GF-I-1	0.45045045045045046
GF-I-1	GF-I-1	0.6344086021505376
GF-I-1	GF-I-1	0.6382978723404256
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.580952380952381
GF-I-1	GF-I-1	0.5841584158415841
GF-I-1	GF-I-1	0.5405405405405406
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.7415730337078652
GF-I-1	GF-I-1	0.6813186813186813
GF-I-1	GF-I-1	0.6521739130434783
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.6354166666666666
GF-I-1	GF-I-1	0.55
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.5729166666666666
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.6382978723404256
GF-I-1	GF-I-1	0.625
GF-I-1	GF-I-1	0.56
GF-I-1	GF-I-1	0.6842105263157895
GF-I-1	GF-I-1	0.5428571428571428
GF-I-1	GF-I-1	0.46296296296296297
GF-I-1	GF-I-1	0.46846846846846846
GF-I-1	GF-I-1	0.6
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5229357798165137
GF-I-1	GF-I-1	0.5533980582524272
GF-I-1	GF-I-1	0.5
GF-I-1	GF-I-1	0.5428571428571428
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.5480769230769231
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.6276595744680851
GF-I-1	GF-I-1	0.6521739130434783
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.55
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.6847826086956522
GF-I-1	GF-I-1	0.6041666666666666
GF-I-1	GF-I-1	0.7159090909090909
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.58
GF-I-1	GF-I-1	0.5555555555555556
GF-I-1	GF-I-1	0.56
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.5238095238095238
GF-I-1	GF-I-1	0.6039603960396039
GF-I-1	GF-I-1	0.43636363636363634
GF-I-1	GF-I-1	0.41739130434782606
GF-I-1	GF-I-1	0.6276595744680851
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5607476635514018
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5221238938053098
GF-I-1	GF-I-1	0.5673076923076923
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.6702127659574468
GF-I-1	GF-I-1	0.5882352941176471
GF-I-1	GF-I-1	0.6421052631578947
GF-I-1	GF-I-1	0.6739130434782609
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.631578947368421
GF-I-1	GF-I-1	0.55
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.6421052631578947
GF-I-1	GF-I-1	0.6145833333333334
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.6020408163265306
GF-I-1	GF-I-1	0.59
GF-I-1	GF-I-1	0.8023255813953488
GF-I-1	GF-I-1	0.7840909090909091
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.61
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.44545454545454544
GF-I-1	GF-I-1	0.45132743362831856
GF-I-1	GF-I-1	0.5656565656565656
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5384615384615384
GF-I-1	GF-I-1	0.5490196078431373
GF-I-1	GF-I-1	0.49557522123893805
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.48717948717948717
GF-I-1	GF-I-1	0.5137614678899083
GF-I-1	GF-I-1	0.5588235294117647
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.59
GF-I-1	GF-I-1	0.5471698113207547
GF-I-1	GF-I-1	0.6288659793814433
GF-I-1	GF-I-1	0.5918367346938775
GF-I-1	GF-I-1	0.7816091954022989
GF-I-1	GF-I-1	0.6354166666666666
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.5959595959595959
GF-I-1	GF-I-1	0.6288659793814433
GF-I-1	GF-I-1	0.7840909090909091
GF-I-1	GF-I-1	0.6382978723404256
GF-I-1	GF-I-1	0.7666666666666667
GF-I-1	GF-I-1	0.6770833333333334
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.59
GF-I-1	GF-I-1	0.65625
GF-I-1	GF-I-1	0.5523809523809524
GF-I-1	GF-I-1	0.5714285714285714
GF-I-1	GF-I-1	0.4375
GF-I-1	GF-I-1	0.4434782608695652
GF-I-1	GF-I-1	0.59375
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5643564356435643
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.5181818181818182
GF-I-1	GF-I-1	0.5631067961165048
GF-I-1	GF-I-1	0.4956521739130435
GF-I-1	GF-I-1	0.5377358490566038
GF-I-1	GF-I-1	0.57
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.6185567010309279
GF-I-1	GF-I-1	0.5576923076923077
GF-I-1	GF-I-1	0.5445544554455446
GF-I-1	GF-I-1	0.5555555555555556
GF-I-1	GF-I-1	0.6105263157894737
GF-I-1	GF-I-1	0.55
GF-I-1	GF-I-1	0.6847826086956522
GF-I-1	GF-I-1	0.6421052631578947
GF-I-1	GF-I-1	0.6288659793814433
GF-I-1	GF-I-1	0.648936170212766
GF-I-1	GF-I-1	0.7272727272727273
GF-I-1	GF-I-1	0.6354166666666666
GF-I-1	GF-I-1	0.6391752577319587
GF-I-1	GF-I-1	0.5979381443298969
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.6354166666666666
GF-I-1	GF-I-1	0.5188679245283019
GF-I-1	GF-I-1	0.6138613861386139
GF-I-1	GF-I-1	0.43243243243243246
GF-I-1	GF-I-1	0.41379310344827586
GF-I-1	GF-I-1	0.5833333333333334
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.5858585858585859
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5229357798165137
GF-I-1	GF-I-1	0.5533980582524272
GF-I-1	GF-I-1	0.5132743362831859
GF-I-1	GF-I-1	0.5428571428571428
GF-I-1	GF-I-1	0.5757575757575758
GF-I-1	GF-I-1	0.6210526315789474
GF-I-1	GF-I-1	0.6082474226804123
GF-I-1	GF-I-1	0.5784313725490197
GF-I-1	GF-I-1	0.5816326530612245
GF-I-1	GF-I-1	0.5773195876288659
GF-I-1	GF-I-1	0.6703296703296703
GF-I-1	GF-I-1	0.5876288659793815
GF-I-1	GF-I-1	0.6041666666666666
GF-I-1	GF-I-1	0.6145833333333334
