CpdClass1	CpdClass2	BioSim_median	BioSim_median_absolute_deviation
NPs	GF-I-1	0.5834999999999999	0.1267623000000002
NPs	GF-I-2	0.537	0.14455350000000003
NPs	GF-THPI	0.0	0.0
NPs	QD-C-R	0.8545	0.045219299999999955
NPs	QD-C-S	0.7515000000000001	0.11267759999999993
NPs	QD-I	0.7635000000000001	0.07190609999999997
NPs	QN-C-R	0.7	0.14381219999999995
NPs	QN-C-S	0.7004999999999999	0.13936440000000003
NPs	QN-I	0.7344999999999999	0.07116480000000006
