CpdClass1	CpdClass2	BioSim
C-I_1	QD-I	0.218
C-I_1	QD-I	0.215
C-I_1	QD-I	0.4
C-I_1	QD-I	0.319
C-I_1	QD-I	0.356
C-I_1	QD-I	0.481
C-I_1	QD-I	0.427
C-I_1	QD-I	0.346
C-I_1	QD-I	0.417
C-I_1	QD-I	0.269
C-I_1	QD-I	0.25
C-I_1	QD-I	0.419
C-I_1	QD-I	0.557
C-I_1	QD-I	0.511
C-I_1	QD-I	0.571
C-I_1	QD-I	0.602
C-I_1	QD-I	0.584
C-I_1	QD-I	0.546
C-I_1	QD-I	0.603
C-I_1	QD-I	0.487
C-I_1	QD-I	0.448
C-I_1	SM-I-closed	0.452
C-I_1	SM-I-closed	0.389
C-I_1	SM-I-closed	0.389
C-I_1	SM-I-closed	0.352
C-I_1	SM-I-closed	0.304
C-I_1	SM-I-closed	0.357
C-I_1	SM-I-closed	0.338
C-I_1	SM-I-closed	0.393
C-I_1	SM-I-closed	0.325
C-I_1	SM-I-closed	0.418
C-I_1	SM-I-closed	0.499
C-I_1	SM-I-closed	0.364
C-I_1	SM-I-closed	0.384
C-I_1	SM-I-closed	0.424
C-I_1	SM-I-closed	0.134
C-I_1	SM-I-closed	0.067
C-I_1	SM-I-closed	0.12
C-I_1	SM-I-closed	0.16
C-I_1	SM-I-closed	0.163
C-I_1	SM-I-closed	0.11
C-I_1	SM-I-closed	0.111
C-I_1	SM-I-closed	0.428
C-I_1	SM-I-closed	0.306
C-I_1	SM-I-closed	0.424
C-I_1	SM-I-closed	0.357
C-I_1	SM-I-closed	0.441
C-I_1	SM-I-closed	0.401
C-I_1	SM-I-closed	0.408
C-I_1	SM-I-closed	0.44
C-I_1	SM-I-closed	0.359
C-I_1	SM-I-closed	0.461
C-I_1	SM-I-closed	0.435
C-I_1	SM-I-closed	0.454
C-I_1	SM-I-closed	0.432
C-I_1	SM-I-closed	0.461
C-I_1	SM-I-closed	0.5
C-I_1	SM-I-closed	0.419
C-I_1	SM-I-closed	0.505
C-I_1	SM-I-closed	0.425
C-I_1	SM-I-closed	0.478
C-I_1	SM-I-closed	0.478
C-I_1	SM-I-closed	0.474
C-I_1	SM-I-closed	0.392
C-I_1	SM-I-closed	0.311
C-I_1	SM-I-closed	0.357
C-I_1	SM-I-closed	0.316
C-I_1	SM-I-closed	0.327
C-I_1	SM-I-closed	0.366
C-I_1	SM-I-closed	0.358
C-I_1	SM-I-closed	0.309
C-I_1	SM-I-closed	0.254
C-I_1	SM-I-closed	0.329
C-I_1	SM-I-closed	0.426
C-I_1	SM-I-closed	0.357
C-I_1	SM-I-closed	0.367
C-I_1	SM-I-closed	0.407
C-I_1	SM-I-opened	0.453
C-I_1	SM-I-opened	0.337
C-I_1	SM-I-opened	0.445
C-I_1	SM-I-opened	0.434
C-I_1	SM-I-opened	0.419
C-I_1	SM-I-opened	0.241
C-I_1	SM-I-opened	0.356
C-I_1	SM-I-opened	0.458
C-I_1	SM-I-opened	0.446
C-I_1	SM-I-opened	0.588
C-I_1	SM-I-opened	0.482
C-I_1	SM-I-opened	0.519
C-I_1	SM-I-opened	0.344
C-I_1	SM-I-opened	0.466
C-I_1	SM-I-opened	0.146
C-I_1	SM-I-opened	0.111
C-I_1	SM-I-opened	0.212
C-I_1	SM-I-opened	0.127
C-I_1	SM-I-opened	0.207
C-I_1	SM-I-opened	0.0
C-I_1	SM-I-opened	0.155
C-I_1	SM-I-opened	0.405
C-I_1	SM-I-opened	0.385
C-I_1	SM-I-opened	0.463
C-I_1	SM-I-opened	0.345
C-I_1	SM-I-opened	0.433
C-I_1	SM-I-opened	0.215
C-I_1	SM-I-opened	0.382
C-I_1	SM-I-opened	0.418
C-I_1	SM-I-opened	0.454
C-I_1	SM-I-opened	0.51
C-I_1	SM-I-opened	0.414
C-I_1	SM-I-opened	0.468
C-I_1	SM-I-opened	0.334
C-I_1	SM-I-opened	0.449
C-I_1	SM-I-opened	0.484
C-I_1	SM-I-opened	0.457
C-I_1	SM-I-opened	0.541
C-I_1	SM-I-opened	0.429
C-I_1	SM-I-opened	0.506
C-I_1	SM-I-opened	0.278
C-I_1	SM-I-opened	0.438
C-I_1	SM-I-opened	0.383
C-I_1	SM-I-opened	0.314
C-I_1	SM-I-opened	0.402
C-I_1	SM-I-opened	0.371
C-I_1	SM-I-opened	0.376
C-I_1	SM-I-opened	0.234
C-I_1	SM-I-opened	0.295
C-I_1	SM-I-opened	0.304
C-I_1	SM-I-opened	0.392
C-I_1	SM-I-opened	0.425
C-I_1	SM-I-opened	0.385
C-I_1	SM-I-opened	0.387
C-I_1	SM-I-opened	0.424
C-I_1	SM-I-opened	0.402
C-I_1	GF-I-1	0.566
C-I_1	GF-I-1	0.502
C-I_1	GF-I-1	0.666
C-I_1	GF-I-1	0.619
C-I_1	GF-I-1	0.669
C-I_1	GF-I-1	0.708
C-I_1	GF-I-1	0.55
C-I_1	GF-I-1	0.628
C-I_1	GF-I-1	0.583
C-I_1	GF-I-1	0.58
C-I_1	GF-I-1	0.635
C-I_1	GF-I-1	0.153
C-I_1	GF-I-1	0.289
C-I_1	GF-I-1	0.643
C-I_1	GF-I-1	0.538
C-I_1	GF-I-1	0.531
C-I_1	GF-I-1	0.555
C-I_1	GF-I-1	0.429
C-I_1	GF-I-1	0.632
C-I_1	GF-I-1	0.42
C-I_1	GF-I-1	0.516
C-I_1	GF-I-1	0.763
C-I_1	GF-I-1	0.683
C-I_1	GF-I-1	0.807
C-I_1	GF-I-1	0.677
C-I_1	GF-I-1	0.781
C-I_1	GF-I-1	0.703
C-I_1	GF-I-1	0.608
C-I_1	GF-I-1	0.645
C-I_1	GF-I-1	0.643
C-I_1	GF-I-1	0.561
C-I_1	GF-I-1	0.714
C-I_1	GF-I-1	0.328
C-I_1	GF-I-1	0.32
C-I_1	GF-I-1	0.826
C-I_1	GF-I-1	0.736
C-I_1	GF-I-1	0.761
C-I_1	GF-I-1	0.749
C-I_1	GF-I-1	0.625
C-I_1	GF-I-1	0.811
C-I_1	GF-I-1	0.58
C-I_1	GF-I-1	0.738
C-I_1	GF-I-1	0.364
C-I_1	GF-I-1	0.36
C-I_1	GF-I-1	0.429
C-I_1	GF-I-1	0.441
C-I_1	GF-I-1	0.435
C-I_1	GF-I-1	0.491
C-I_1	GF-I-1	0.34
C-I_1	GF-I-1	0.447
C-I_1	GF-I-1	0.547
C-I_1	GF-I-1	0.263
C-I_1	GF-I-1	0.614
C-I_1	GF-I-1	0.092
C-I_1	GF-I-1	0.039
C-I_1	GF-I-1	0.627
C-I_1	GF-I-1	0.404
C-I_1	GF-I-1	0.633
C-I_1	GF-I-1	0.423
C-I_1	GF-I-1	0.428
C-I_1	GF-I-1	0.55
C-I_1	GF-I-1	0.257
C-I_1	GF-I-1	0.523
C-I_1	GF-I-1	0.559
C-I_1	GF-I-1	0.571
C-I_1	GF-I-1	0.736
C-I_1	GF-I-1	0.701
C-I_1	GF-I-1	0.666
C-I_1	GF-I-1	0.719
C-I_1	GF-I-1	0.631
C-I_1	GF-I-1	0.604
C-I_1	GF-I-1	0.648
C-I_1	GF-I-1	0.638
C-I_1	GF-I-1	0.715
C-I_1	GF-I-1	0.283
C-I_1	GF-I-1	0.354
C-I_1	GF-I-1	0.763
C-I_1	GF-I-1	0.545
C-I_1	GF-I-1	0.665
C-I_1	GF-I-1	0.709
C-I_1	GF-I-1	0.573
C-I_1	GF-I-1	0.837
C-I_1	GF-I-1	0.413
C-I_1	GF-I-1	0.572
C-I_1	GF-I-1	0.613
C-I_1	GF-I-1	0.629
C-I_1	GF-I-1	0.744
C-I_1	GF-I-1	0.65
C-I_1	GF-I-1	0.682
C-I_1	GF-I-1	0.698
C-I_1	GF-I-1	0.664
C-I_1	GF-I-1	0.594
C-I_1	GF-I-1	0.607
C-I_1	GF-I-1	0.697
C-I_1	GF-I-1	0.652
C-I_1	GF-I-1	0.39
C-I_1	GF-I-1	0.447
C-I_1	GF-I-1	0.685
C-I_1	GF-I-1	0.513
C-I_1	GF-I-1	0.612
C-I_1	GF-I-1	0.744
C-I_1	GF-I-1	0.639
C-I_1	GF-I-1	0.77
C-I_1	GF-I-1	0.523
C-I_1	GF-I-1	0.565
C-I_1	GF-I-1	0.619
C-I_1	GF-I-1	0.662
C-I_1	GF-I-1	0.751
C-I_1	GF-I-1	0.747
C-I_1	GF-I-1	0.727
C-I_1	GF-I-1	0.779
C-I_1	GF-I-1	0.74
C-I_1	GF-I-1	0.683
C-I_1	GF-I-1	0.687
C-I_1	GF-I-1	0.683
C-I_1	GF-I-1	0.684
C-I_1	GF-I-1	0.401
C-I_1	GF-I-1	0.465
C-I_1	GF-I-1	0.761
C-I_1	GF-I-1	0.589
C-I_1	GF-I-1	0.629
C-I_1	GF-I-1	0.774
C-I_1	GF-I-1	0.687
C-I_1	GF-I-1	0.817
C-I_1	GF-I-1	0.54
C-I_1	GF-I-1	0.623
C-I_1	GF-I-1	0.577
C-I_1	GF-I-1	0.496
C-I_1	GF-I-1	0.724
C-I_1	GF-I-1	0.622
C-I_1	GF-I-1	0.647
C-I_1	GF-I-1	0.7
C-I_1	GF-I-1	0.552
C-I_1	GF-I-1	0.587
C-I_1	GF-I-1	0.553
C-I_1	GF-I-1	0.651
C-I_1	GF-I-1	0.689
C-I_1	GF-I-1	0.205
C-I_1	GF-I-1	0.29
C-I_1	GF-I-1	0.641
C-I_1	GF-I-1	0.524
C-I_1	GF-I-1	0.535
C-I_1	GF-I-1	0.544
C-I_1	GF-I-1	0.438
C-I_1	GF-I-1	0.646
C-I_1	GF-I-1	0.423
C-I_1	GF-I-1	0.548
C-I_1	GF-I-1	0.652
C-I_1	GF-I-1	0.481
C-I_1	GF-I-1	0.754
C-I_1	GF-I-1	0.463
C-I_1	GF-I-1	0.623
C-I_1	GF-I-1	0.555
C-I_1	GF-I-1	0.465
C-I_1	GF-I-1	0.447
C-I_1	GF-I-1	0.449
C-I_1	GF-I-1	0.721
C-I_1	GF-I-1	0.665
C-I_1	GF-I-1	0.311
C-I_1	GF-I-1	0.289
C-I_1	GF-I-1	0.521
C-I_1	GF-I-1	0.498
C-I_1	GF-I-1	0.565
C-I_1	GF-I-1	0.529
C-I_1	GF-I-1	0.431
C-I_1	GF-I-1	0.555
C-I_1	GF-I-1	0.461
C-I_1	GF-I-1	0.553
C-I_1	GF-I-2	0.552
C-I_1	GF-I-2	0.54
C-I_1	GF-I-2	0.644
C-I_1	GF-I-2	0.736
C-I_1	GF-I-2	0.635
C-I_1	GF-I-2	0.597
C-I_1	GF-I-2	0.663
C-I_1	GF-I-2	0.627
C-I_1	GF-I-2	0.541
C-I_1	GF-I-2	0.667
C-I_1	GF-I-2	0.417
C-I_1	GF-I-2	0.666
C-I_1	GF-I-2	0.587
C-I_1	GF-I-2	0.728
C-I_1	GF-I-2	0.808
C-I_1	GF-I-2	0.762
C-I_1	GF-I-2	0.763
C-I_1	GF-I-2	0.855
C-I_1	GF-I-2	0.744
C-I_1	GF-I-2	0.773
C-I_1	GF-I-2	0.822
C-I_1	GF-I-2	0.662
C-I_1	GF-I-2	0.353
C-I_1	GF-I-2	0.331
C-I_1	GF-I-2	0.449
C-I_1	GF-I-2	0.62
C-I_1	GF-I-2	0.608
C-I_1	GF-I-2	0.71
C-I_1	GF-I-2	0.683
C-I_1	GF-I-2	0.625
C-I_1	GF-I-2	0.582
C-I_1	GF-I-2	0.592
C-I_1	GF-I-2	0.322
C-I_1	GF-I-2	0.645
C-I_1	GF-I-2	0.595
C-I_1	GF-I-2	0.818
C-I_1	GF-I-2	0.781
C-I_1	GF-I-2	0.788
C-I_1	GF-I-2	0.733
C-I_1	GF-I-2	0.723
C-I_1	GF-I-2	0.682
C-I_1	GF-I-2	0.628
C-I_1	GF-I-2	0.838
C-I_1	GF-I-2	0.424
C-I_1	GF-I-2	0.633
C-I_1	GF-I-2	0.622
C-I_1	GF-I-2	0.723
C-I_1	GF-I-2	0.695
C-I_1	GF-I-2	0.67
C-I_1	GF-I-2	0.629
C-I_1	GF-I-2	0.668
C-I_1	GF-I-2	0.609
C-I_1	GF-I-2	0.607
C-I_1	GF-I-2	0.828
C-I_1	GF-I-2	0.526
C-I_1	GF-I-2	0.702
C-I_1	GF-I-2	0.68
C-I_1	GF-I-2	0.805
C-I_1	GF-I-2	0.744
C-I_1	GF-I-2	0.741
C-I_1	GF-I-2	0.683
C-I_1	GF-I-2	0.678
C-I_1	GF-I-2	0.636
C-I_1	GF-I-2	0.652
C-I_1	GF-I-2	0.847
C-I_1	GF-I-2	0.503
C-I_1	GF-I-2	0.517
C-I_1	GF-I-2	0.504
C-I_1	GF-I-2	0.694
C-I_1	GF-I-2	0.734
C-I_1	GF-I-2	0.68
C-I_1	GF-I-2	0.614
C-I_1	GF-I-2	0.651
C-I_1	GF-I-2	0.657
C-I_1	GF-I-2	0.509
C-I_1	GF-I-2	0.671
C-I_1	GF-I-2	0.406
C-I_1	GF-I-2	0.436
C-I_1	GF-I-2	0.426
C-I_1	GF-I-2	0.563
C-I_1	GF-I-2	0.684
C-I_1	GF-I-2	0.555
C-I_1	GF-I-2	0.543
C-I_1	GF-I-2	0.67
C-I_1	GF-I-2	0.624
C-I_1	GF-I-2	0.467
C-I_1	GF-I-2	0.595
C-I_1	GF-I-2	0.496
C-I_1	GF-THPI	0.575
C-I_1	GF-THPI	0.228
C-I_1	GF-THPI	0.319
C-I_1	GF-THPI	0.092
C-I_1	GF-THPI	0.562
C-I_1	GF-THPI	0.695
C-I_1	GF-THPI	0.254
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.651
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.171
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.696
C-I_1	GF-THPI	0.78
C-I_1	GF-THPI	0.03
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.094
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.107
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.358
C-I_1	GF-THPI	0.377
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.546
C-I_1	GF-THPI	0.041
C-I_1	GF-THPI	0.224
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.646
C-I_1	GF-THPI	0.66
C-I_1	GF-THPI	0.075
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.557
C-I_1	GF-THPI	0.048
C-I_1	GF-THPI	0.196
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.633
C-I_1	GF-THPI	0.651
C-I_1	GF-THPI	0.065
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.568
C-I_1	GF-THPI	0.028
C-I_1	GF-THPI	0.167
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.655
C-I_1	GF-THPI	0.618
C-I_1	GF-THPI	0.037
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.558
C-I_1	GF-THPI	0.246
C-I_1	GF-THPI	0.348
C-I_1	GF-THPI	0.162
C-I_1	GF-THPI	0.547
C-I_1	GF-THPI	0.681
C-I_1	GF-THPI	0.301
C-I_1	GF-THPI	0.0
C-I_1	GF-THPI	0.601
C-I_1	GF-THPI	0.325
C-I_1	GF-THPI	0.473
C-I_1	GF-THPI	0.24
C-I_1	GF-THPI	0.574
C-I_1	GF-THPI	0.778
C-I_1	GF-THPI	0.419
C-I_1	GF-THPI	0.112
