CpdClass1	CpdClass2	BioSim_median	BioSim_median_absolute_deviation
C-I_1	GF-I-1	0.6074999999999999	0.12527969999999986
C-I_1	GF-I-2	0.648	0.1045233
C-I_1	GF-THPI	0.23399999999999999	0.34692839999999997
C-I_1	QD-I	0.417	0.17346419999999999
C-I_1	QN-I	0.347	0.18458369999999996
C-I_1	SM-I-closed	0.3865	0.07561259999999999
C-I_1	SM-I-opened	0.402	0.08376690000000003
