CpdClass1	CpdClass2	BioSim_median	BioSim_median_absolute_deviation
C-I_2	QD-C-R	0.3515	0.11786669999999994
C-I_2	QD-C-S	0.428	0.06968219999999997
C-I_2	QN-C-R	0.4465	0.14010570000000003
C-I_2	QN-C-S	0.4625	0.16012079999999998
C-I_2	SM-C-R	0.423	0.07931909999999999
C-I_2	SM-C-S	0.3765	0.05856269999999997
