	Chembl_Id
21188	CHEMBL4213706
21189	CHEMBL4213726
21190	CHEMBL4213742
21191	CHEMBL4213753
21192	CHEMBL4213774
21193	CHEMBL4213781
21194	CHEMBL4213785
21195	CHEMBL4213807
21196	CHEMBL4213808
21197	CHEMBL4213827
21198	CHEMBL4213851
21199	CHEMBL4213864
21200	CHEMBL4213867
21201	CHEMBL4213871
21202	CHEMBL4213882
21203	CHEMBL4213892
21204	CHEMBL4213897
21205	CHEMBL4213905
21206	CHEMBL4213915
21207	CHEMBL4213929
21208	CHEMBL4213932
21209	CHEMBL4213941
21210	CHEMBL4213955
21211	CHEMBL4213963
21212	CHEMBL4213981
21213	CHEMBL4214034
21214	CHEMBL4214038
21215	CHEMBL4214041
21216	CHEMBL4214044
21217	CHEMBL4214056
21218	CHEMBL4214061
21219	CHEMBL4214078
21220	CHEMBL4214097
21221	CHEMBL4214106
21222	CHEMBL4214137
21223	CHEMBL4214147
21224	CHEMBL4214192
21225	CHEMBL4214205
21226	CHEMBL4214241
21227	CHEMBL4214260
21228	CHEMBL4214263
21229	CHEMBL4214265
21230	CHEMBL4214283
21231	CHEMBL4214294
21232	CHEMBL4214307
21233	CHEMBL4214325
21234	CHEMBL4214336
21235	CHEMBL4214386
21236	CHEMBL4214416
21237	CHEMBL4214417
21238	CHEMBL4214441
21239	CHEMBL4214442
21240	CHEMBL4214464
21241	CHEMBL4214472
21242	CHEMBL4214495
21243	CHEMBL4214497
21244	CHEMBL4214542
21245	CHEMBL4214547
21246	CHEMBL4214558
21247	CHEMBL4214575
21248	CHEMBL4214583
21249	CHEMBL4214585
21250	CHEMBL4214602
21251	CHEMBL4214645
21252	CHEMBL4214649
21253	CHEMBL4214704
21254	CHEMBL4214708
21255	CHEMBL4214734
21256	CHEMBL4214742
21257	CHEMBL4214763
21258	CHEMBL4214764
21259	CHEMBL4214771
21260	CHEMBL4214792
21261	CHEMBL4214797
21262	CHEMBL4214800
21263	CHEMBL4214813
21264	CHEMBL4214818
21265	CHEMBL4214819
21266	CHEMBL4214828
21267	CHEMBL4214836
21268	CHEMBL4214851
21269	CHEMBL4214852
21270	CHEMBL4214854
21271	CHEMBL4214865
21272	CHEMBL4214889
21273	CHEMBL4214897
21274	CHEMBL4214901
21275	CHEMBL4214912
21276	CHEMBL4214918
21277	CHEMBL4214940
21278	CHEMBL4214981
21279	CHEMBL4214983
21280	CHEMBL4214997
21281	CHEMBL4215013
21282	CHEMBL4215026
21283	CHEMBL4215070
21284	CHEMBL4215072
21285	CHEMBL4215075
21286	CHEMBL4215107
21287	CHEMBL4215116
21288	CHEMBL4215152
21289	CHEMBL4215161
21290	CHEMBL4215170
21291	CHEMBL4215195
21292	CHEMBL4215196
21293	CHEMBL4215236
21294	CHEMBL4215252
21295	CHEMBL4215265
21296	CHEMBL4215274
21297	CHEMBL4215308
21298	CHEMBL4215337
21299	CHEMBL4215338
21300	CHEMBL4215342
21301	CHEMBL4215347
21302	CHEMBL4215355
21303	CHEMBL4215368
21304	CHEMBL4215379
21305	CHEMBL4215394
21306	CHEMBL4215430
21307	CHEMBL4215463
21308	CHEMBL4215477
21309	CHEMBL4215479
21310	CHEMBL4215502
21311	CHEMBL4215528
21312	CHEMBL4215530
21313	CHEMBL4215536
21314	CHEMBL4215583
21315	CHEMBL4215586
21316	CHEMBL4215595
21317	CHEMBL4215643
21318	CHEMBL4215650
21319	CHEMBL4215668
21320	CHEMBL4215670
21321	CHEMBL4215706
21322	CHEMBL4215718
21323	CHEMBL4215733
21324	CHEMBL4215741
21325	CHEMBL4215764
21326	CHEMBL4215767
21327	CHEMBL4215777
21328	CHEMBL4215785
21329	CHEMBL4215798
21330	CHEMBL4215823
21331	CHEMBL4215871
21332	CHEMBL4215902
21333	CHEMBL4215903
21334	CHEMBL4215919
21335	CHEMBL4215922
21336	CHEMBL4215927
21337	CHEMBL4215942
21338	CHEMBL4215991
21339	CHEMBL4216013
21340	CHEMBL4216032
21341	CHEMBL4216068
21342	CHEMBL4216083
21343	CHEMBL4216085
21344	CHEMBL4216096
21345	CHEMBL4216119
21346	CHEMBL4216121
21347	CHEMBL4216122
21348	CHEMBL4216181
21349	CHEMBL4216193
21350	CHEMBL4216211
21351	CHEMBL4216221
21352	CHEMBL4216246
21353	CHEMBL4216248
21354	CHEMBL4216269
21355	CHEMBL4216283
21356	CHEMBL4216291
21357	CHEMBL4216297
21358	CHEMBL4216310
21359	CHEMBL4216321
21360	CHEMBL4216324
21361	CHEMBL4216332
21362	CHEMBL4216337
21363	CHEMBL4216352
21364	CHEMBL4216362
21365	CHEMBL421638
21366	CHEMBL4216384
21367	CHEMBL4216395
21368	CHEMBL4216428
21369	CHEMBL4216430
21370	CHEMBL4216434
21371	CHEMBL4216456
21372	CHEMBL4216490
21373	CHEMBL4216508
21374	CHEMBL4216517
21375	CHEMBL4216525
21376	CHEMBL4216539
21377	CHEMBL4216540
21378	CHEMBL4216541
21379	CHEMBL4216608
21380	CHEMBL4216613
21381	CHEMBL4216625
21382	CHEMBL4216641
21383	CHEMBL4216657
21384	CHEMBL4216699
21385	CHEMBL4216711
21386	CHEMBL4216718
21387	CHEMBL4216725
21388	CHEMBL4216729
21389	CHEMBL4216736
21390	CHEMBL4216737
21391	CHEMBL4216841
21392	CHEMBL4216844
21393	CHEMBL4216845
21394	CHEMBL4216848
21395	CHEMBL4216860
21396	CHEMBL4216867
21397	CHEMBL4216879
21398	CHEMBL4216921
21399	CHEMBL4216992
21400	CHEMBL4217022
21401	CHEMBL4217076
21402	CHEMBL4217079
21403	CHEMBL4217091
21404	CHEMBL4217110
21405	CHEMBL4217120
21406	CHEMBL4217149
21407	CHEMBL4217179
21408	CHEMBL4217183
21409	CHEMBL4217266
21410	CHEMBL4217337
21411	CHEMBL4217347
21412	CHEMBL4217371
21413	CHEMBL4217374
21414	CHEMBL4217375
21415	CHEMBL4217390
21416	CHEMBL4217399
21417	CHEMBL4217408
21418	CHEMBL4217409
21419	CHEMBL4217443
21420	CHEMBL4217449
21421	CHEMBL4217463
21422	CHEMBL4217490
21423	CHEMBL4217513
21424	CHEMBL4217519
21425	CHEMBL4217533
21426	CHEMBL4217541
21427	CHEMBL421759
21428	CHEMBL4217590
21429	CHEMBL4217610
21430	CHEMBL4217621
21431	CHEMBL4217625
21432	CHEMBL4217635
21433	CHEMBL4217637
21434	CHEMBL4217648
21435	CHEMBL4217650
21436	CHEMBL4217659
21437	CHEMBL4217682
21438	CHEMBL4217798
21439	CHEMBL4217800
21440	CHEMBL4217807
21441	CHEMBL4217810
21442	CHEMBL4217855
21443	CHEMBL4217856
21444	CHEMBL4217857
21445	CHEMBL4217862
21446	CHEMBL4217883
21447	CHEMBL4217888
21448	CHEMBL4217910
21449	CHEMBL4217921
21450	CHEMBL4217950
21451	CHEMBL4217960
21452	CHEMBL4217979
21453	CHEMBL4217995
21454	CHEMBL4218002
21455	CHEMBL4218023
21456	CHEMBL4218040
21457	CHEMBL4218070
21458	CHEMBL4218091
21459	CHEMBL4218095
21460	CHEMBL4218116
21461	CHEMBL4218128
21462	CHEMBL4218130
21463	CHEMBL4218151
21464	CHEMBL4218165
21465	CHEMBL4218174
21466	CHEMBL4218183
21467	CHEMBL4218184
21468	CHEMBL4218231
21469	CHEMBL4218242
21470	CHEMBL4218246
21471	CHEMBL4218278
21472	CHEMBL4218309
21473	CHEMBL4218310
21474	CHEMBL4218322
21475	CHEMBL4218323
21476	CHEMBL4218326
21477	CHEMBL4218336
21478	CHEMBL4218361
21479	CHEMBL4218373
21480	CHEMBL4218380
21481	CHEMBL4218382
21482	CHEMBL4218385
21483	CHEMBL4218436
21484	CHEMBL4218443
21485	CHEMBL4218457
21486	CHEMBL4218475
21487	CHEMBL4218511
21488	CHEMBL4218517
21489	CHEMBL4218519
21490	CHEMBL4218531
21491	CHEMBL4218532
21492	CHEMBL4218545
21493	CHEMBL4218551
21494	CHEMBL4218555
21495	CHEMBL4218575
21496	CHEMBL4218593
21497	CHEMBL4218609
21498	CHEMBL4218633
21499	CHEMBL4218668
21500	CHEMBL4218679
21501	CHEMBL4218680
21502	CHEMBL4218689
21503	CHEMBL4218703
21504	CHEMBL4218745
21505	CHEMBL4218752
21506	CHEMBL4218758
21507	CHEMBL4218800
21508	CHEMBL4218805
21509	CHEMBL4218806
21510	CHEMBL4218808
21511	CHEMBL4218837
21512	CHEMBL4218839
21513	CHEMBL4218859
21514	CHEMBL4218862
21515	CHEMBL4218921
21516	CHEMBL4218944
21517	CHEMBL4218945
21518	CHEMBL4218957
21519	CHEMBL4218968
21520	CHEMBL4218981
21521	CHEMBL4218984
21522	CHEMBL4219002
21523	CHEMBL422
21524	CHEMBL422042
21525	CHEMBL42210
21526	CHEMBL422237
21527	CHEMBL422410
21528	CHEMBL422680
21529	CHEMBL422704
21530	CHEMBL422711
21531	CHEMBL42280
21532	CHEMBL422904
21533	CHEMBL42302
21534	CHEMBL423192
21535	CHEMBL42336
21536	CHEMBL423448
21537	CHEMBL42355
21538	CHEMBL4237687
21539	CHEMBL423835
21540	CHEMBL424
21541	CHEMBL4240005
21542	CHEMBL4240615
21543	CHEMBL4240818
21544	CHEMBL424159
21545	CHEMBL424196
21546	CHEMBL424278
21547	CHEMBL4243912
21548	CHEMBL4245326
21549	CHEMBL4246728
21550	CHEMBL4247706
21551	CHEMBL424942
21552	CHEMBL4249775
21553	CHEMBL4250370
21554	CHEMBL425068
21555	CHEMBL4250940
21556	CHEMBL425111
21557	CHEMBL425137
21558	CHEMBL425148
21559	CHEMBL425166
21560	CHEMBL425214
21561	CHEMBL425292
21562	CHEMBL425302
21563	CHEMBL425308
21564	CHEMBL425466
21565	CHEMBL425554
21566	CHEMBL425677
21567	CHEMBL425815
21568	CHEMBL425926
21569	CHEMBL425993
21570	CHEMBL425999
21571	CHEMBL426025
21572	CHEMBL426203
21573	CHEMBL42624
21574	CHEMBL426357
21575	CHEMBL426367
21576	CHEMBL426373
21577	CHEMBL426381
21578	CHEMBL426384
21579	CHEMBL42639
21580	CHEMBL426392
21581	CHEMBL426496
21582	CHEMBL426540
21583	CHEMBL426543
21584	CHEMBL426547
21585	CHEMBL426690
21586	CHEMBL426722
21587	CHEMBL426725
21588	CHEMBL426727
21589	CHEMBL426747
21590	CHEMBL426753
21591	CHEMBL426871
21592	CHEMBL426912
21593	CHEMBL427086
21594	CHEMBL42710
21595	CHEMBL427260
21596	CHEMBL427288
21597	CHEMBL42743
21598	CHEMBL427433
21599	CHEMBL427441
21600	CHEMBL427443
21601	CHEMBL4276724
21602	CHEMBL4276829
21603	CHEMBL4276895
21604	CHEMBL4276939
21605	CHEMBL4276982
21606	CHEMBL4276983
21607	CHEMBL4277035
21608	CHEMBL4277078
21609	CHEMBL4277103
21610	CHEMBL4277170
21611	CHEMBL4277222
21612	CHEMBL4277223
21613	CHEMBL4277232
21614	CHEMBL4277237
21615	CHEMBL4277260
21616	CHEMBL427730
21617	CHEMBL4277358
21618	CHEMBL4277427
21619	CHEMBL4277459
21620	CHEMBL4277478
21621	CHEMBL4277526
21622	CHEMBL4277552
21623	CHEMBL4277558
21624	CHEMBL4277591
21625	CHEMBL4277646
21626	CHEMBL4277687
21627	CHEMBL4277695
21628	CHEMBL4277740
21629	CHEMBL4277825
21630	CHEMBL4277872
21631	CHEMBL4277899
21632	CHEMBL4277923
21633	CHEMBL4277938
21634	CHEMBL4277965
21635	CHEMBL4277982
21636	CHEMBL4277986
21637	CHEMBL4278042
21638	CHEMBL4278090
21639	CHEMBL4278146
21640	CHEMBL4278156
21641	CHEMBL4278179
21642	CHEMBL4278187
21643	CHEMBL427819
21644	CHEMBL4278231
21645	CHEMBL4278258
21646	CHEMBL4278278
21647	CHEMBL4278283
21648	CHEMBL4278349
21649	CHEMBL4278350
21650	CHEMBL4278354
21651	CHEMBL4278383
21652	CHEMBL4278407
21653	CHEMBL4278448
21654	CHEMBL4278471
21655	CHEMBL4278509
21656	CHEMBL4278551
21657	CHEMBL4278579
21658	CHEMBL4278616
21659	CHEMBL4278744
21660	CHEMBL4278810
21661	CHEMBL4278864
21662	CHEMBL4278885
21663	CHEMBL4278890
21664	CHEMBL4278900
21665	CHEMBL427895
21666	CHEMBL4278958
21667	CHEMBL427897
21668	CHEMBL4278975
21669	CHEMBL4278986
21670	CHEMBL4279000
21671	CHEMBL4279037
21672	CHEMBL4279045
21673	CHEMBL4279088
21674	CHEMBL4279176
21675	CHEMBL4279185
21676	CHEMBL4279196
21677	CHEMBL4279212
21678	CHEMBL4279246
21679	CHEMBL4279287
21680	CHEMBL4279377
21681	CHEMBL4279378
21682	CHEMBL4279411
21683	CHEMBL4279442
21684	CHEMBL4279451
21685	CHEMBL4279508
21686	CHEMBL4279525
21687	CHEMBL4279623
21688	CHEMBL4279625
21689	CHEMBL4279632
21690	CHEMBL4279677
21691	CHEMBL4279751
21692	CHEMBL4279758
21693	CHEMBL4279767
21694	CHEMBL4279778
21695	CHEMBL4279792
21696	CHEMBL4279809
21697	CHEMBL4279828
21698	CHEMBL4279895
21699	CHEMBL4279909
21700	CHEMBL4280016
21701	CHEMBL4280036
21702	CHEMBL4280152
21703	CHEMBL4280185
21704	CHEMBL4280258
21705	CHEMBL4280363
21706	CHEMBL4280411
21707	CHEMBL4280457
21708	CHEMBL4280461
21709	CHEMBL4280497
21710	CHEMBL4280526
21711	CHEMBL4280544
21712	CHEMBL4280593
21713	CHEMBL428060
21714	CHEMBL4280659
21715	CHEMBL4280686
21716	CHEMBL4280688
21717	CHEMBL4280710
21718	CHEMBL4280759
21719	CHEMBL4280765
21720	CHEMBL4280781
21721	CHEMBL4280787
21722	CHEMBL4280839
21723	CHEMBL4280846
21724	CHEMBL4280872
21725	CHEMBL4280880
21726	CHEMBL4280888
21727	CHEMBL4280896
21728	CHEMBL4280938
21729	CHEMBL4280957
21730	CHEMBL4280973
21731	CHEMBL4281012
21732	CHEMBL4281022
21733	CHEMBL4281176
21734	CHEMBL4281234
21735	CHEMBL4281262
21736	CHEMBL4281272
21737	CHEMBL4281275
21738	CHEMBL4281279
21739	CHEMBL4281369
21740	CHEMBL4281395
21741	CHEMBL4281441
21742	CHEMBL428146
21743	CHEMBL4281493
21744	CHEMBL4281497
21745	CHEMBL4281563
21746	CHEMBL4281598
21747	CHEMBL4281604
21748	CHEMBL4281639
21749	CHEMBL4281652
21750	CHEMBL4281696
21751	CHEMBL4281746
21752	CHEMBL4281762
21753	CHEMBL4281806
21754	CHEMBL4281811
21755	CHEMBL4281822
21756	CHEMBL4281867
21757	CHEMBL4281868
21758	CHEMBL4281917
21759	CHEMBL4281932
21760	CHEMBL4281953
21761	CHEMBL4282035
21762	CHEMBL4282048
21763	CHEMBL4282050
21764	CHEMBL4282083
21765	CHEMBL4282108
21766	CHEMBL4282134
21767	CHEMBL4282171
21768	CHEMBL4282188
21769	CHEMBL4282207
21770	CHEMBL4282215
21771	CHEMBL4282225
21772	CHEMBL4282245
21773	CHEMBL4282289
21774	CHEMBL428232
21775	CHEMBL4282328
21776	CHEMBL4282357
21777	CHEMBL428239
21778	CHEMBL4282415
21779	CHEMBL4282427
21780	CHEMBL4282443
21781	CHEMBL4282474
21782	CHEMBL4282477
21783	CHEMBL4282501
21784	CHEMBL4282502
21785	CHEMBL4282509
21786	CHEMBL4282555
21787	CHEMBL4282646
21788	CHEMBL4282716
21789	CHEMBL4282749
21790	CHEMBL4282752
21791	CHEMBL4282761
21792	CHEMBL4282798
21793	CHEMBL4282881
21794	CHEMBL4282885
21795	CHEMBL4282912
21796	CHEMBL4282914
21797	CHEMBL4282921
21798	CHEMBL4282944
21799	CHEMBL4282956
21800	CHEMBL4282960
21801	CHEMBL4283030
21802	CHEMBL4283064
21803	CHEMBL4283092
21804	CHEMBL4283100
21805	CHEMBL4283159
21806	CHEMBL4283243
21807	CHEMBL4283254
21808	CHEMBL4283345
21809	CHEMBL4283356
21810	CHEMBL4283379
21811	CHEMBL4283521
21812	CHEMBL428354
21813	CHEMBL4283554
21814	CHEMBL4283592
21815	CHEMBL4283621
21816	CHEMBL4283703
21817	CHEMBL4283713
21818	CHEMBL4283741
21819	CHEMBL4283788
21820	CHEMBL4283812
21821	CHEMBL4283854
21822	CHEMBL4283943
21823	CHEMBL4283969
21824	CHEMBL4284113
21825	CHEMBL4284160
21826	CHEMBL428420
21827	CHEMBL4284200
21828	CHEMBL4284213
21829	CHEMBL4284219
21830	CHEMBL428425
21831	CHEMBL4284275
21832	CHEMBL4284282
21833	CHEMBL4284302
21834	CHEMBL4284349
21835	CHEMBL4284500
21836	CHEMBL4284510
21837	CHEMBL4284524
21838	CHEMBL4284576
21839	CHEMBL4284628
21840	CHEMBL4284679
21841	CHEMBL4284682
21842	CHEMBL4284683
21843	CHEMBL4284721
21844	CHEMBL4284738
21845	CHEMBL4284802
21846	CHEMBL4284825
21847	CHEMBL4284834
21848	CHEMBL4284862
21849	CHEMBL4284923
21850	CHEMBL4284927
21851	CHEMBL4284932
21852	CHEMBL428496
21853	CHEMBL4284973
21854	CHEMBL4284976
21855	CHEMBL4284989
21856	CHEMBL4285076
21857	CHEMBL4285120
21858	CHEMBL4285128
21859	CHEMBL4285174
21860	CHEMBL4285195
21861	CHEMBL4285245
21862	CHEMBL4285248
21863	CHEMBL4285275
21864	CHEMBL4285339
21865	CHEMBL4285345
21866	CHEMBL4285375
21867	CHEMBL4285475
21868	CHEMBL4285508
21869	CHEMBL4285589
21870	CHEMBL4285627
21871	CHEMBL4285670
21872	CHEMBL428568
21873	CHEMBL4285694
21874	CHEMBL4285729
21875	CHEMBL4285757
21876	CHEMBL4285759
21877	CHEMBL4285761
21878	CHEMBL4285829
21879	CHEMBL4285883
21880	CHEMBL4285887
21881	CHEMBL428595
21882	CHEMBL428597
21883	CHEMBL4285994
21884	CHEMBL4286016
21885	CHEMBL4286137
21886	CHEMBL4286142
21887	CHEMBL4286143
21888	CHEMBL4286188
21889	CHEMBL4286309
21890	CHEMBL4286330
21891	CHEMBL4286380
21892	CHEMBL4286436
21893	CHEMBL428647
21894	CHEMBL4286473
21895	CHEMBL4286526
21896	CHEMBL4286600
21897	CHEMBL4286658
21898	CHEMBL4286726
21899	CHEMBL4286759
21900	CHEMBL4286766
21901	CHEMBL4286866
21902	CHEMBL4286878
21903	CHEMBL4286883
21904	CHEMBL428690
21905	CHEMBL4286911
21906	CHEMBL4286930
21907	CHEMBL4286961
21908	CHEMBL4286991
21909	CHEMBL4287069
21910	CHEMBL4287110
21911	CHEMBL4287138
21912	CHEMBL4287179
21913	CHEMBL4287213
21914	CHEMBL4287284
21915	CHEMBL4287353
21916	CHEMBL4287362
21917	CHEMBL4287381
21918	CHEMBL4287388
21919	CHEMBL4287427
21920	CHEMBL4287448
21921	CHEMBL4287497
21922	CHEMBL4287537
21923	CHEMBL4287581
21924	CHEMBL4287662
21925	CHEMBL4287668
21926	CHEMBL4287680
21927	CHEMBL4287683
21928	CHEMBL428769
21929	CHEMBL4287694
21930	CHEMBL4287735
21931	CHEMBL4287757
21932	CHEMBL4287825
21933	CHEMBL4287875
21934	CHEMBL4287876
21935	CHEMBL4287895
21936	CHEMBL4287908
21937	CHEMBL4287957
21938	CHEMBL4288015
21939	CHEMBL4288079
21940	CHEMBL4288089
21941	CHEMBL4288105
21942	CHEMBL4288122
21943	CHEMBL4288167
21944	CHEMBL4288175
21945	CHEMBL4288234
21946	CHEMBL4288261
21947	CHEMBL4288314
21948	CHEMBL4288362
21949	CHEMBL4288377
21950	CHEMBL4288397
21951	CHEMBL4288410
21952	CHEMBL4288461
21953	CHEMBL4288481
21954	CHEMBL4288485
21955	CHEMBL4288528
21956	CHEMBL4288590
21957	CHEMBL4288591
21958	CHEMBL4288593
21959	CHEMBL4288658
21960	CHEMBL4288672
21961	CHEMBL4288701
21962	CHEMBL4288769
21963	CHEMBL4288825
21964	CHEMBL4288839
21965	CHEMBL4288874
21966	CHEMBL4288876
21967	CHEMBL4288984
21968	CHEMBL4289002
21969	CHEMBL4289028
21970	CHEMBL4289055
21971	CHEMBL4289080
21972	CHEMBL4289095
21973	CHEMBL4289117
21974	CHEMBL4289136
21975	CHEMBL4289157
21976	CHEMBL4289234
21977	CHEMBL4289317
21978	CHEMBL4289362
21979	CHEMBL4289376
21980	CHEMBL4289403
21981	CHEMBL4289414
21982	CHEMBL4289436
21983	CHEMBL4289447
21984	CHEMBL4289521
21985	CHEMBL4289539
21986	CHEMBL4289562
21987	CHEMBL4289571
21988	CHEMBL4289576
21989	CHEMBL4289619
21990	CHEMBL4289651
21991	CHEMBL4289686
21992	CHEMBL4289689
21993	CHEMBL4289824
21994	CHEMBL4289857
21995	CHEMBL4289898
21996	CHEMBL4289906
21997	CHEMBL4289950
21998	CHEMBL4290049
21999	CHEMBL4290091
22000	CHEMBL4290154
22001	CHEMBL4290166
22002	CHEMBL4290177
22003	CHEMBL4290195
22004	CHEMBL429023
22005	CHEMBL4290236
22006	CHEMBL4290320
22007	CHEMBL4290331
22008	CHEMBL4290342
22009	CHEMBL4290496
22010	CHEMBL4290521
22011	CHEMBL4290563
22012	CHEMBL4290632
22013	CHEMBL4290637
22014	CHEMBL4290697
22015	CHEMBL4290736
22016	CHEMBL4290783
22017	CHEMBL4290794
22018	CHEMBL4290888
22019	CHEMBL4290897
22020	CHEMBL4290928
22021	CHEMBL4291005
22022	CHEMBL4291018
22023	CHEMBL4291093
22024	CHEMBL4291110
22025	CHEMBL4291159
22026	CHEMBL429116
22027	CHEMBL4291190
22028	CHEMBL4291195
22029	CHEMBL429124
22030	CHEMBL429127
22031	CHEMBL4291274
22032	CHEMBL4291281
22033	CHEMBL4291304
22034	CHEMBL4291348
22035	CHEMBL4291488
22036	CHEMBL4291517
22037	CHEMBL4291522
22038	CHEMBL4291542
22039	CHEMBL4291576
22040	CHEMBL4291602
22041	CHEMBL4291650
22042	CHEMBL4291788
22043	CHEMBL4291827
22044	CHEMBL4291875
22045	CHEMBL4291899
22046	CHEMBL4291961
22047	CHEMBL429197
22048	CHEMBL4292014
22049	CHEMBL4292038
22050	CHEMBL4292039
22051	CHEMBL4292076
22052	CHEMBL4292080
22053	CHEMBL4292100
22054	CHEMBL4292126
22055	CHEMBL4292188
22056	CHEMBL4292223
22057	CHEMBL4292232
22058	CHEMBL4292252
22059	CHEMBL4292382
22060	CHEMBL4292403
22061	CHEMBL4292466
22062	CHEMBL4292489
22063	CHEMBL4292492
22064	CHEMBL4292606
22065	CHEMBL4292607
22066	CHEMBL4292649
22067	CHEMBL4292650
22068	CHEMBL4292653
22069	CHEMBL4292694
22070	CHEMBL4292704
22071	CHEMBL4292709
22072	CHEMBL4292710
22073	CHEMBL4292790
22074	CHEMBL4292806
22075	CHEMBL4292809
22076	CHEMBL4292818
22077	CHEMBL4292829
22078	CHEMBL4292835
22079	CHEMBL4292932
22080	CHEMBL4292946
22081	CHEMBL4292947
22082	CHEMBL4293006
22083	CHEMBL4293034
22084	CHEMBL4293075
22085	CHEMBL4293079
22086	CHEMBL4293082
22087	CHEMBL4293106
22088	CHEMBL4293154
22089	CHEMBL429319
22090	CHEMBL4293223
22091	CHEMBL4293227
22092	CHEMBL4293237
22093	CHEMBL4293241
22094	CHEMBL4293397
22095	CHEMBL4293409
22096	CHEMBL4293412
22097	CHEMBL4293440
22098	CHEMBL4293488
22099	CHEMBL4293516
22100	CHEMBL4293530
22101	CHEMBL4293544
22102	CHEMBL4293574
22103	CHEMBL4293585
22104	CHEMBL4293600
22105	CHEMBL4293618
22106	CHEMBL4293626
22107	CHEMBL4293648
22108	CHEMBL4293655
22109	CHEMBL4293685
22110	CHEMBL4293698
22111	CHEMBL4293812
22112	CHEMBL4293837
22113	CHEMBL4293893
22114	CHEMBL4293964
22115	CHEMBL4294044
22116	CHEMBL429406
22117	CHEMBL4294101
22118	CHEMBL4294139
22119	CHEMBL4294164
22120	CHEMBL4294241
22121	CHEMBL4294296
22122	CHEMBL4294303
22123	CHEMBL4294353
22124	CHEMBL4294402
22125	CHEMBL4294434
22126	CHEMBL4294499
22127	CHEMBL4294508
22128	CHEMBL4294533
22129	CHEMBL4294563
22130	CHEMBL4294568
22131	CHEMBL4294657
22132	CHEMBL4294710
22133	CHEMBL4294778
22134	CHEMBL4294810
22135	CHEMBL4294824
22136	CHEMBL4294837
22137	CHEMBL4294869
22138	CHEMBL4294879
22139	CHEMBL4294902
22140	CHEMBL4294912
22141	CHEMBL4294919
22142	CHEMBL4294920
22143	CHEMBL429496
22144	CHEMBL4294977
22145	CHEMBL4294998
22146	CHEMBL4295017
22147	CHEMBL4295025
22148	CHEMBL4295064
22149	CHEMBL4295071
22150	CHEMBL4295152
22151	CHEMBL4295187
22152	CHEMBL4295228
22153	CHEMBL429562
22154	CHEMBL4296740
22155	CHEMBL429678
22156	CHEMBL429694
22157	CHEMBL429762
22158	CHEMBL4299245
22159	CHEMBL4299256
22160	CHEMBL4299258
22161	CHEMBL4299259
22162	CHEMBL4299260
22163	CHEMBL4299261
22164	CHEMBL4299265
22165	CHEMBL4299266
22166	CHEMBL4299267
22167	CHEMBL4299268
22168	CHEMBL4299269
22169	CHEMBL4299270
22170	CHEMBL4299271
22171	CHEMBL4299272
22172	CHEMBL4299275
22173	CHEMBL4299276
22174	CHEMBL4299277
22175	CHEMBL4299282
22176	CHEMBL4299283
22177	CHEMBL4299290
22178	CHEMBL4299291
22179	CHEMBL4299298
22180	CHEMBL4299299
22181	CHEMBL4299301
22182	CHEMBL4299309
22183	CHEMBL4299310
22184	CHEMBL4299311
22185	CHEMBL4299315
22186	CHEMBL4299316
22187	CHEMBL4299317
22188	CHEMBL4299399
22189	CHEMBL4299436
22190	CHEMBL4299442
22191	CHEMBL4299444
22192	CHEMBL4299450
22193	CHEMBL4299463
22194	CHEMBL4299525
22195	CHEMBL4299538
22196	CHEMBL4299540
22197	CHEMBL4299541
22198	CHEMBL4299545
22199	CHEMBL4299547
22200	CHEMBL4299549
22201	CHEMBL4299550
22202	CHEMBL4299551
22203	CHEMBL4299552
22204	CHEMBL4299557
22205	CHEMBL4299558
22206	CHEMBL4299559
22207	CHEMBL4299560
22208	CHEMBL4299561
22209	CHEMBL4299563
22210	CHEMBL4299572
22211	CHEMBL4299579
22212	CHEMBL4299585
22213	CHEMBL4299589
22214	CHEMBL4299657
22215	CHEMBL4299663
22216	CHEMBL4299681
22217	CHEMBL4299687
22218	CHEMBL43
22219	CHEMBL430030
22220	CHEMBL430035
22221	CHEMBL430060
22222	CHEMBL430091
22223	CHEMBL430183
22224	CHEMBL430226
22225	CHEMBL430266
22226	CHEMBL430303
22227	CHEMBL430341
22228	CHEMBL430394
22229	CHEMBL430401
22230	CHEMBL430464
22231	CHEMBL430558
22232	CHEMBL43065
22233	CHEMBL430726
22234	CHEMBL430853
22235	CHEMBL431525
22236	CHEMBL431573
22237	CHEMBL431685
22238	CHEMBL431701
22239	CHEMBL43184
22240	CHEMBL43185
22241	CHEMBL432519
22242	CHEMBL432537
22243	CHEMBL432684
22244	CHEMBL432745
22245	CHEMBL433244
22246	CHEMBL433257
22247	CHEMBL433405
22248	CHEMBL433632
22249	CHEMBL433680
22250	CHEMBL434
22251	CHEMBL434235
22252	CHEMBL434246
22253	CHEMBL434383
22254	CHEMBL43452
22255	CHEMBL43469
22256	CHEMBL434745
22257	CHEMBL434750
22258	CHEMBL434755
22259	CHEMBL434778
22260	CHEMBL434965
22261	CHEMBL435201
22262	CHEMBL435294
22263	CHEMBL435295
22264	CHEMBL435312
22265	CHEMBL435734
22266	CHEMBL435985
22267	CHEMBL436
22268	CHEMBL436025
22269	CHEMBL436100
22270	CHEMBL43612
22271	CHEMBL436242
22272	CHEMBL436307
22273	CHEMBL436474
22274	CHEMBL436518
22275	CHEMBL436519
