	Chembl_Id
3066	CHEMBL146710
3067	CHEMBL146713
3068	CHEMBL146816
3069	CHEMBL14688
3070	CHEMBL147075
3071	CHEMBL1472
3072	CHEMBL1473252
3073	CHEMBL147552
3074	CHEMBL14762
3075	CHEMBL147741
3076	CHEMBL1477760
3077	CHEMBL1479463
3078	CHEMBL148
3079	CHEMBL1483
3080	CHEMBL1484
3081	CHEMBL148472
3082	CHEMBL1484978
3083	CHEMBL1485
3084	CHEMBL148503
3085	CHEMBL1487
3086	CHEMBL148770
3087	CHEMBL148812
3088	CHEMBL148842
3089	CHEMBL1489
3090	CHEMBL149056
3091	CHEMBL149159
3092	CHEMBL150
3093	CHEMBL150098
3094	CHEMBL1503
3095	CHEMBL150457
3096	CHEMBL150603
3097	CHEMBL15063
3098	CHEMBL15075
3099	CHEMBL1507844
3100	CHEMBL1508930
3101	CHEMBL151
3102	CHEMBL151233
3103	CHEMBL1513993
3104	CHEMBL1515
3105	CHEMBL151649
3106	CHEMBL1517
3107	CHEMBL15177
3108	CHEMBL1517998
3109	CHEMBL15192
3110	CHEMBL15193
3111	CHEMBL152117
3112	CHEMBL152137
3113	CHEMBL152296
3114	CHEMBL152297
3115	CHEMBL1523
3116	CHEMBL152377
3117	CHEMBL1523964
3118	CHEMBL1524
3119	CHEMBL152423
3120	CHEMBL15245
3121	CHEMBL1525
3122	CHEMBL1526572
3123	CHEMBL153
3124	CHEMBL153057
3125	CHEMBL153117
3126	CHEMBL1535342
3127	CHEMBL1537093
3128	CHEMBL1539
3129	CHEMBL153936
3130	CHEMBL153990
3131	CHEMBL154
3132	CHEMBL1542
3133	CHEMBL1545045
3134	CHEMBL154533
3135	CHEMBL1550
3136	CHEMBL155085
3137	CHEMBL15511
3138	CHEMBL1551724
3139	CHEMBL155209
3140	CHEMBL1554
3141	CHEMBL155405
3142	CHEMBL1554674
3143	CHEMBL1555
3144	CHEMBL1556
3145	CHEMBL1557
3146	CHEMBL155722
3147	CHEMBL1558
3148	CHEMBL155844
3149	CHEMBL155886
3150	CHEMBL1559
3151	CHEMBL15594
3152	CHEMBL1560
3153	CHEMBL156000
3154	CHEMBL1560118
3155	CHEMBL1561
3156	CHEMBL15611
3157	CHEMBL1561148
3158	CHEMBL156127
3159	CHEMBL156156
3160	CHEMBL1562
3161	CHEMBL1562779
3162	CHEMBL1563
3163	CHEMBL1563332
3164	CHEMBL156339
3165	CHEMBL1564355
3166	CHEMBL1565890
3167	CHEMBL1566
3168	CHEMBL156692
3169	CHEMBL15676
3170	CHEMBL156897
3171	CHEMBL157101
3172	CHEMBL1572
3173	CHEMBL1575
3174	CHEMBL157844
3175	CHEMBL157912
3176	CHEMBL1579130
3177	CHEMBL158198
3178	CHEMBL158309
3179	CHEMBL15844
3180	CHEMBL15848
3181	CHEMBL158766
3182	CHEMBL159
3183	CHEMBL1591
3184	CHEMBL159303
3185	CHEMBL1593566
3186	CHEMBL1593867
3187	CHEMBL15967
3188	CHEMBL15972
3189	CHEMBL15980
3190	CHEMBL1599
3191	CHEMBL160
3192	CHEMBL160640
3193	CHEMBL1606695
3194	CHEMBL1607480
3195	CHEMBL1609
3196	CHEMBL161
3197	CHEMBL16121
3198	CHEMBL161250
3199	CHEMBL1613
3200	CHEMBL1613209
3201	CHEMBL1614
3202	CHEMBL1615
3203	CHEMBL1615234
3204	CHEMBL16171
3205	CHEMBL161957
3206	CHEMBL161999
3207	CHEMBL162460
3208	CHEMBL1627102
3209	CHEMBL1627103
3210	CHEMBL1627104
3211	CHEMBL1627160
3212	CHEMBL1627201
3213	CHEMBL1628263
3214	CHEMBL1628267
3215	CHEMBL1628271
3216	CHEMBL1628273
3217	CHEMBL1628279
3218	CHEMBL16293
3219	CHEMBL1629738
3220	CHEMBL1629875
3221	CHEMBL1629876
3222	CHEMBL1629877
3223	CHEMBL1630
3224	CHEMBL163015
3225	CHEMBL1630577
3226	CHEMBL1630857
3227	CHEMBL1631111
3228	CHEMBL1631144
3229	CHEMBL1631156
3230	CHEMBL1631157
3231	CHEMBL1631158
3232	CHEMBL1631159
3233	CHEMBL16312
3234	CHEMBL1631409
3235	CHEMBL1631410
3236	CHEMBL1631411
3237	CHEMBL1631412
3238	CHEMBL1631447
3239	CHEMBL1631448
3240	CHEMBL1631449
3241	CHEMBL1631450
3242	CHEMBL1631451
3243	CHEMBL1631452
3244	CHEMBL1631453
3245	CHEMBL1631518
3246	CHEMBL1631519
3247	CHEMBL1631520
3248	CHEMBL1631521
3249	CHEMBL1631522
3250	CHEMBL1631523
3251	CHEMBL1631524
3252	CHEMBL1631525
3253	CHEMBL1631526
3254	CHEMBL1631527
3255	CHEMBL1631528
3256	CHEMBL1631529
3257	CHEMBL1631530
3258	CHEMBL1631531
3259	CHEMBL1631685
3260	CHEMBL1631689
3261	CHEMBL1631760
3262	CHEMBL1631828
3263	CHEMBL1631829
3264	CHEMBL1631830
3265	CHEMBL1631831
3266	CHEMBL1631832
3267	CHEMBL1631833
3268	CHEMBL1631834
3269	CHEMBL1631835
3270	CHEMBL1631836
3271	CHEMBL1631837
3272	CHEMBL1631838
3273	CHEMBL1631839
3274	CHEMBL1631840
3275	CHEMBL1631841
3276	CHEMBL1631842
3277	CHEMBL1631843
3278	CHEMBL1631844
3279	CHEMBL1631973
3280	CHEMBL1631974
3281	CHEMBL1631975
3282	CHEMBL1631976
3283	CHEMBL1631977
3284	CHEMBL1631978
3285	CHEMBL1631979
3286	CHEMBL1631980
3287	CHEMBL1631981
3288	CHEMBL1633
3289	CHEMBL163316
3290	CHEMBL163989
3291	CHEMBL164
3292	CHEMBL1640
3293	CHEMBL1641
3294	CHEMBL1641611
3295	CHEMBL1641856
3296	CHEMBL1641857
3297	CHEMBL1641858
3298	CHEMBL1641859
3299	CHEMBL1641860
3300	CHEMBL1641861
3301	CHEMBL1641862
3302	CHEMBL1641863
3303	CHEMBL1641864
3304	CHEMBL1641865
3305	CHEMBL1641866
3306	CHEMBL1641867
3307	CHEMBL1641868
3308	CHEMBL1641869
3309	CHEMBL1641870
3310	CHEMBL1641871
3311	CHEMBL1641872
3312	CHEMBL1641873
3313	CHEMBL1641874
3314	CHEMBL1641875
3315	CHEMBL1641876
3316	CHEMBL1641877
3317	CHEMBL1641878
3318	CHEMBL1641879
3319	CHEMBL1641880
3320	CHEMBL1641882
3321	CHEMBL1641883
3322	CHEMBL1641884
3323	CHEMBL1641885
3324	CHEMBL1641886
3325	CHEMBL1641887
3326	CHEMBL1641888
3327	CHEMBL1641889
3328	CHEMBL1641890
3329	CHEMBL1641891
3330	CHEMBL1641892
3331	CHEMBL1641893
3332	CHEMBL1641894
3333	CHEMBL1641895
3334	CHEMBL1641896
3335	CHEMBL1641897
3336	CHEMBL1641898
3337	CHEMBL1641899
3338	CHEMBL1641900
3339	CHEMBL1641901
3340	CHEMBL1641902
3341	CHEMBL1641903
3342	CHEMBL1641905
3343	CHEMBL1641906
3344	CHEMBL1641907
3345	CHEMBL1641908
3346	CHEMBL1641909
3347	CHEMBL1641910
3348	CHEMBL1641911
3349	CHEMBL1641912
3350	CHEMBL1641913
3351	CHEMBL1641914
3352	CHEMBL1641915
3353	CHEMBL1641916
3354	CHEMBL1641917
3355	CHEMBL1641918
3356	CHEMBL1641919
3357	CHEMBL1641920
3358	CHEMBL1641921
3359	CHEMBL1641922
3360	CHEMBL1641923
3361	CHEMBL1641924
3362	CHEMBL1641925
3363	CHEMBL1641926
3364	CHEMBL1641927
3365	CHEMBL1641928
3366	CHEMBL1641929
3367	CHEMBL1641930
3368	CHEMBL1641931
3369	CHEMBL1641932
3370	CHEMBL1641933
3371	CHEMBL1641934
3372	CHEMBL1641935
3373	CHEMBL1641964
3374	CHEMBL1641965
3375	CHEMBL1641966
3376	CHEMBL1641967
3377	CHEMBL1641968
3378	CHEMBL1641969
3379	CHEMBL1641970
3380	CHEMBL1641971
3381	CHEMBL1641972
3382	CHEMBL1641973
3383	CHEMBL1641980
3384	CHEMBL1641981
3385	CHEMBL1641982
3386	CHEMBL1641983
3387	CHEMBL1642205
3388	CHEMBL1642206
3389	CHEMBL1642207
3390	CHEMBL1642208
3391	CHEMBL1642209
3392	CHEMBL1642210
3393	CHEMBL1642211
3394	CHEMBL1642212
3395	CHEMBL1642213
3396	CHEMBL1642214
3397	CHEMBL1642215
3398	CHEMBL1642216
3399	CHEMBL1642217
3400	CHEMBL1642218
3401	CHEMBL1642219
3402	CHEMBL1642220
3403	CHEMBL1642221
3404	CHEMBL1642222
3405	CHEMBL1642223
3406	CHEMBL1642224
3407	CHEMBL1642225
3408	CHEMBL1642226
3409	CHEMBL1642227
3410	CHEMBL1642228
3411	CHEMBL1642229
3412	CHEMBL1642230
3413	CHEMBL1642231
3414	CHEMBL1642232
3415	CHEMBL1642233
3416	CHEMBL1642234
3417	CHEMBL1642235
3418	CHEMBL1642236
3419	CHEMBL1642237
3420	CHEMBL1642238
3421	CHEMBL1642239
3422	CHEMBL1642240
3423	CHEMBL1642241
3424	CHEMBL1642242
3425	CHEMBL1642243
3426	CHEMBL1642244
3427	CHEMBL1642245
3428	CHEMBL1642246
3429	CHEMBL1642247
3430	CHEMBL1642248
3431	CHEMBL1642249
3432	CHEMBL1642250
3433	CHEMBL1642252
3434	CHEMBL1643
3435	CHEMBL1644098
3436	CHEMBL1644104
3437	CHEMBL1644106
3438	CHEMBL1644107
3439	CHEMBL1644111
3440	CHEMBL1644112
3441	CHEMBL16442
3442	CHEMBL164435
3443	CHEMBL1644789
3444	CHEMBL1644790
3445	CHEMBL1644791
3446	CHEMBL1644792
3447	CHEMBL1644793
3448	CHEMBL1644794
3449	CHEMBL1644795
3450	CHEMBL1644817
3451	CHEMBL1644933
3452	CHEMBL164660
3453	CHEMBL164841
3454	CHEMBL164861
3455	CHEMBL1649603
3456	CHEMBL1649722
3457	CHEMBL165
3458	CHEMBL1650564
3459	CHEMBL165064
3460	CHEMBL1651023
3461	CHEMBL1651024
3462	CHEMBL1651030
3463	CHEMBL1651031
3464	CHEMBL1651032
3465	CHEMBL1651033
3466	CHEMBL1651034
3467	CHEMBL1651035
3468	CHEMBL1651036
3469	CHEMBL1651038
3470	CHEMBL1651039
3471	CHEMBL1651040
3472	CHEMBL1651041
3473	CHEMBL1651042
3474	CHEMBL1651043
3475	CHEMBL1651044
3476	CHEMBL1651045
3477	CHEMBL1651046
3478	CHEMBL1651047
3479	CHEMBL1651048
3480	CHEMBL1651049
3481	CHEMBL1651050
3482	CHEMBL1651051
3483	CHEMBL1651052
3484	CHEMBL1651053
3485	CHEMBL1651054
3486	CHEMBL1651055
3487	CHEMBL1651056
3488	CHEMBL1651057
3489	CHEMBL1651058
3490	CHEMBL1651059
3491	CHEMBL1651060
3492	CHEMBL1651061
3493	CHEMBL1651062
3494	CHEMBL1651063
3495	CHEMBL1651064
3496	CHEMBL1651065
3497	CHEMBL1651066
3498	CHEMBL1651067
3499	CHEMBL1651068
3500	CHEMBL1651069
3501	CHEMBL1651070
3502	CHEMBL1651071
3503	CHEMBL1651072
3504	CHEMBL1651073
3505	CHEMBL1651074
3506	CHEMBL1651075
3507	CHEMBL1651076
3508	CHEMBL1651077
3509	CHEMBL1651078
3510	CHEMBL1651079
3511	CHEMBL1651080
3512	CHEMBL1651081
3513	CHEMBL1651082
3514	CHEMBL1651083
3515	CHEMBL1651084
3516	CHEMBL1651085
3517	CHEMBL1651086
3518	CHEMBL1651087
3519	CHEMBL1651088
3520	CHEMBL1651089
3521	CHEMBL1651090
3522	CHEMBL1651091
3523	CHEMBL1651092
3524	CHEMBL1651093
3525	CHEMBL1651094
3526	CHEMBL1651095
3527	CHEMBL1651096
3528	CHEMBL1651097
3529	CHEMBL1651098
3530	CHEMBL1651099
3531	CHEMBL1651100
3532	CHEMBL1651101
3533	CHEMBL1651102
3534	CHEMBL1651103
3535	CHEMBL1651104
3536	CHEMBL1651105
3537	CHEMBL1651106
3538	CHEMBL1651107
3539	CHEMBL1651108
3540	CHEMBL1651110
3541	CHEMBL1651111
3542	CHEMBL1651112
3543	CHEMBL1651113
3544	CHEMBL1651114
3545	CHEMBL1651115
3546	CHEMBL1651116
3547	CHEMBL1651117
3548	CHEMBL1651118
3549	CHEMBL1651119
3550	CHEMBL1651120
3551	CHEMBL1651274
3552	CHEMBL1651275
3553	CHEMBL1651276
3554	CHEMBL1651277
3555	CHEMBL1651278
3556	CHEMBL1651279
3557	CHEMBL1651280
3558	CHEMBL1651282
3559	CHEMBL1651283
3560	CHEMBL1651284
3561	CHEMBL1651285
3562	CHEMBL1651286
3563	CHEMBL1651287
3564	CHEMBL1651316
3565	CHEMBL1651317
3566	CHEMBL1651318
3567	CHEMBL1651319
3568	CHEMBL1651320
3569	CHEMBL1651321
3570	CHEMBL1651323
3571	CHEMBL1651324
3572	CHEMBL1651325
3573	CHEMBL1651326
3574	CHEMBL1651327
3575	CHEMBL1651328
3576	CHEMBL1651329
3577	CHEMBL1651330
3578	CHEMBL1651331
3579	CHEMBL1651332
3580	CHEMBL1651333
3581	CHEMBL1651334
3582	CHEMBL1651335
3583	CHEMBL1651337
3584	CHEMBL1651338
3585	CHEMBL1651339
3586	CHEMBL1651340
3587	CHEMBL1651341
3588	CHEMBL1651342
3589	CHEMBL1651344
3590	CHEMBL1651346
3591	CHEMBL1651347
3592	CHEMBL1651348
3593	CHEMBL1651367
3594	CHEMBL1651434
3595	CHEMBL1651435
3596	CHEMBL1651436
3597	CHEMBL1651437
3598	CHEMBL1651438
3599	CHEMBL1651439
3600	CHEMBL1651440
3601	CHEMBL1651441
3602	CHEMBL1651442
3603	CHEMBL1651443
3604	CHEMBL1651762
3605	CHEMBL165180
3606	CHEMBL1651906
3607	CHEMBL1651908
3608	CHEMBL1652011
3609	CHEMBL1652012
3610	CHEMBL1652013
3611	CHEMBL1652220
3612	CHEMBL1652322
3613	CHEMBL1652323
3614	CHEMBL1652324
3615	CHEMBL1652325
3616	CHEMBL165482
3617	CHEMBL165509
3618	CHEMBL165751
3619	CHEMBL166
3620	CHEMBL166383
3621	CHEMBL166389
3622	CHEMBL166480
3623	CHEMBL166523
3624	CHEMBL166682
3625	CHEMBL1667867
3626	CHEMBL1667883
3627	CHEMBL166795
3628	CHEMBL1667984
3629	CHEMBL1667991
3630	CHEMBL1668
3631	CHEMBL1668098
3632	CHEMBL1668099
3633	CHEMBL1668100
3634	CHEMBL1668101
3635	CHEMBL1668102
3636	CHEMBL1668103
3637	CHEMBL1668104
3638	CHEMBL1668105
3639	CHEMBL1668106
3640	CHEMBL1668107
3641	CHEMBL1668108
3642	CHEMBL1668109
3643	CHEMBL1668110
3644	CHEMBL1668111
3645	CHEMBL1668112
3646	CHEMBL1668113
3647	CHEMBL1668114
3648	CHEMBL1668115
3649	CHEMBL1668117
3650	CHEMBL1668118
3651	CHEMBL1668119
3652	CHEMBL1668120
3653	CHEMBL1668121
3654	CHEMBL1668320
3655	CHEMBL1668321
3656	CHEMBL1668322
3657	CHEMBL1668323
3658	CHEMBL1668324
3659	CHEMBL1668325
3660	CHEMBL1668326
3661	CHEMBL1668327
3662	CHEMBL1668328
3663	CHEMBL1668329
3664	CHEMBL1668332
3665	CHEMBL1668333
3666	CHEMBL1668334
3667	CHEMBL1668335
3668	CHEMBL1668336
3669	CHEMBL1668337
3670	CHEMBL1668338
3671	CHEMBL1668339
3672	CHEMBL1668340
3673	CHEMBL1668341
3674	CHEMBL1668342
3675	CHEMBL1668343
3676	CHEMBL1668344
3677	CHEMBL1668470
3678	CHEMBL166851
3679	CHEMBL1668760
3680	CHEMBL1668761
3681	CHEMBL1668762
3682	CHEMBL1668763
3683	CHEMBL1668764
3684	CHEMBL1668765
3685	CHEMBL1668766
3686	CHEMBL1668767
3687	CHEMBL1668768
3688	CHEMBL1668769
3689	CHEMBL1668770
3690	CHEMBL1668771
3691	CHEMBL1668772
3692	CHEMBL1668773
3693	CHEMBL1668774
3694	CHEMBL1668775
3695	CHEMBL1668776
3696	CHEMBL1668777
3697	CHEMBL1668778
3698	CHEMBL1668779
3699	CHEMBL1668781
3700	CHEMBL1668783
3701	CHEMBL1668784
3702	CHEMBL1668785
3703	CHEMBL1668789
3704	CHEMBL1668790
3705	CHEMBL1669
3706	CHEMBL1669180
3707	CHEMBL1669181
3708	CHEMBL1669182
3709	CHEMBL1669183
3710	CHEMBL1669184
3711	CHEMBL1669185
3712	CHEMBL1669186
3713	CHEMBL1669187
3714	CHEMBL1669188
3715	CHEMBL1669189
3716	CHEMBL1669190
3717	CHEMBL1669191
3718	CHEMBL1669192
3719	CHEMBL1669193
3720	CHEMBL1669194
3721	CHEMBL1669195
3722	CHEMBL1669196
3723	CHEMBL1669197
3724	CHEMBL1669198
3725	CHEMBL1669199
3726	CHEMBL166949
3727	CHEMBL1669574
3728	CHEMBL1669575
3729	CHEMBL1669576
3730	CHEMBL1669577
3731	CHEMBL1669578
3732	CHEMBL1669580
3733	CHEMBL1669581
3734	CHEMBL1669582
3735	CHEMBL1669583
3736	CHEMBL1669584
3737	CHEMBL1669585
3738	CHEMBL1669586
3739	CHEMBL1669587
3740	CHEMBL1669588
3741	CHEMBL1669589
3742	CHEMBL1669592
3743	CHEMBL166960
3744	CHEMBL1669712
3745	CHEMBL1669713
3746	CHEMBL1669714
3747	CHEMBL1669715
3748	CHEMBL1670
3749	CHEMBL1671
3750	CHEMBL167126
3751	CHEMBL167154
3752	CHEMBL167298
3753	CHEMBL16751
3754	CHEMBL167562
3755	CHEMBL167624
3756	CHEMBL1677
3757	CHEMBL167763
3758	CHEMBL167787
3759	CHEMBL1678
3760	CHEMBL167940
3761	CHEMBL168
3762	CHEMBL16807
3763	CHEMBL168090
3764	CHEMBL168154
3765	CHEMBL1682931
3766	CHEMBL1684136
3767	CHEMBL168415
3768	CHEMBL1684401
3769	CHEMBL1684472
3770	CHEMBL1687
3771	CHEMBL1688212
3772	CHEMBL1688851
3773	CHEMBL1688937
3774	CHEMBL1689070
3775	CHEMBL1689071
3776	CHEMBL1689072
3777	CHEMBL1689073
3778	CHEMBL1689074
3779	CHEMBL1689075
3780	CHEMBL1689076
3781	CHEMBL1689077
3782	CHEMBL1689078
3783	CHEMBL1689079
3784	CHEMBL1689080
3785	CHEMBL1689081
3786	CHEMBL1689082
3787	CHEMBL1689083
3788	CHEMBL1689084
3789	CHEMBL1689085
3790	CHEMBL1689086
3791	CHEMBL1689087
3792	CHEMBL1689088
3793	CHEMBL1689089
3794	CHEMBL1689090
3795	CHEMBL1689091
3796	CHEMBL1689092
3797	CHEMBL1689093
3798	CHEMBL1689094
3799	CHEMBL1689095
3800	CHEMBL1689096
3801	CHEMBL1689097
3802	CHEMBL1689098
3803	CHEMBL1689100
3804	CHEMBL1689101
3805	CHEMBL1689102
3806	CHEMBL1689103
3807	CHEMBL1689104
3808	CHEMBL1689105
3809	CHEMBL1689106
3810	CHEMBL1689175
3811	CHEMBL1689176
3812	CHEMBL1689177
3813	CHEMBL1689178
3814	CHEMBL1689179
3815	CHEMBL1689180
3816	CHEMBL1689181
3817	CHEMBL1689182
3818	CHEMBL1689183
3819	CHEMBL1689184
3820	CHEMBL1689185
3821	CHEMBL1689186
3822	CHEMBL1689187
3823	CHEMBL1689188
3824	CHEMBL1689189
3825	CHEMBL1689190
3826	CHEMBL1689191
3827	CHEMBL1689192
3828	CHEMBL1689193
3829	CHEMBL1689194
3830	CHEMBL1689195
3831	CHEMBL1689196
3832	CHEMBL1689197
3833	CHEMBL1689198
3834	CHEMBL1689199
3835	CHEMBL1689200
3836	CHEMBL1689201
3837	CHEMBL1689202
3838	CHEMBL1689203
3839	CHEMBL1689204
3840	CHEMBL1689205
3841	CHEMBL1689206
3842	CHEMBL1689207
3843	CHEMBL1689208
3844	CHEMBL1689209
3845	CHEMBL1689210
3846	CHEMBL1689211
3847	CHEMBL1689212
3848	CHEMBL1689213
3849	CHEMBL1689214
3850	CHEMBL1689215
3851	CHEMBL1689216
3852	CHEMBL1689217
3853	CHEMBL1689218
3854	CHEMBL1689219
3855	CHEMBL1689220
3856	CHEMBL1689221
3857	CHEMBL1689257
3858	CHEMBL1689258
3859	CHEMBL1689259
3860	CHEMBL1689260
3861	CHEMBL1689261
3862	CHEMBL1689262
3863	CHEMBL1689263
3864	CHEMBL1689264
3865	CHEMBL1689265
3866	CHEMBL1689266
3867	CHEMBL1689267
3868	CHEMBL1689268
3869	CHEMBL1689269
3870	CHEMBL1689270
3871	CHEMBL1689271
3872	CHEMBL1689272
3873	CHEMBL1689286
3874	CHEMBL1689287
3875	CHEMBL1689288
3876	CHEMBL1689289
3877	CHEMBL1689290
3878	CHEMBL1689340
3879	CHEMBL1689341
3880	CHEMBL1689342
3881	CHEMBL1689343
3882	CHEMBL1689344
3883	CHEMBL1689345
3884	CHEMBL1689424
3885	CHEMBL1689425
3886	CHEMBL1689426
3887	CHEMBL1689427
3888	CHEMBL1689428
3889	CHEMBL1689429
3890	CHEMBL1689553
3891	CHEMBL1689554
3892	CHEMBL1689555
3893	CHEMBL1689795
3894	CHEMBL1689796
3895	CHEMBL1689797
3896	CHEMBL1689798
3897	CHEMBL1689799
3898	CHEMBL1689800
3899	CHEMBL1689801
3900	CHEMBL1689802
3901	CHEMBL1689803
3902	CHEMBL1689804
3903	CHEMBL1689805
3904	CHEMBL1689806
3905	CHEMBL1689807
3906	CHEMBL1689808
3907	CHEMBL169
3908	CHEMBL16901
3909	CHEMBL169046
3910	CHEMBL169233
3911	CHEMBL1697694
3912	CHEMBL1697737
3913	CHEMBL1698547
3914	CHEMBL170
3915	CHEMBL17001
3916	CHEMBL170405
3917	CHEMBL1704274
3918	CHEMBL170458
3919	CHEMBL170518
3920	CHEMBL1707
3921	CHEMBL170722
3922	CHEMBL171637
3923	CHEMBL1719948
3924	CHEMBL172
3925	CHEMBL172017
3926	CHEMBL172350
3927	CHEMBL1725279
3928	CHEMBL17290
3929	CHEMBL17291
3930	CHEMBL1729254
3931	CHEMBL172953
3932	CHEMBL1730
3933	CHEMBL17329
3934	CHEMBL173395
3935	CHEMBL173443
3936	CHEMBL17347
3937	CHEMBL1735
3938	CHEMBL173530
3939	CHEMBL1735595
3940	CHEMBL173684
3941	CHEMBL1738838
3942	CHEMBL173929
3943	CHEMBL174
3944	CHEMBL1741
3945	CHEMBL174146
3946	CHEMBL1743761
3947	CHEMBL1743763
3948	CHEMBL1744030
3949	CHEMBL1744031
3950	CHEMBL1744446
3951	CHEMBL1744473
3952	CHEMBL1744474
3953	CHEMBL1744478
3954	CHEMBL1747
3955	CHEMBL174839
3956	CHEMBL175
3957	CHEMBL1751
3958	CHEMBL175247
3959	CHEMBL1753
3960	CHEMBL175436
3961	CHEMBL17594
3962	CHEMBL176045
3963	CHEMBL176049
3964	CHEMBL1760591
3965	CHEMBL1761715
3966	CHEMBL1762621
3967	CHEMBL1765095
3968	CHEMBL1765380
3969	CHEMBL1765381
3970	CHEMBL1765388
3971	CHEMBL1765390
3972	CHEMBL1765391
3973	CHEMBL1765392
3974	CHEMBL1765393
3975	CHEMBL1765394
3976	CHEMBL1765395
3977	CHEMBL1765396
3978	CHEMBL1765397
3979	CHEMBL1765398
3980	CHEMBL1765399
3981	CHEMBL1765400
3982	CHEMBL1765401
3983	CHEMBL1765402
3984	CHEMBL1765403
3985	CHEMBL1765404
3986	CHEMBL1765405
3987	CHEMBL1765406
3988	CHEMBL1765407
3989	CHEMBL1765408
3990	CHEMBL1765409
3991	CHEMBL1765410
3992	CHEMBL1765411
3993	CHEMBL1765412
3994	CHEMBL1765413
3995	CHEMBL1765414
3996	CHEMBL1765415
3997	CHEMBL1765416
3998	CHEMBL1765420
3999	CHEMBL1765421
4000	CHEMBL1765422
4001	CHEMBL1765423
4002	CHEMBL1765424
4003	CHEMBL1765425
4004	CHEMBL1765426
4005	CHEMBL1765427
4006	CHEMBL1765428
4007	CHEMBL1765429
4008	CHEMBL1765430
4009	CHEMBL1765431
4010	CHEMBL1765432
4011	CHEMBL1765567
4012	CHEMBL1765568
4013	CHEMBL1765569
4014	CHEMBL1765574
4015	CHEMBL1765575
4016	CHEMBL1765576
4017	CHEMBL1765577
4018	CHEMBL1765578
4019	CHEMBL1765579
4020	CHEMBL1765580
4021	CHEMBL1765581
4022	CHEMBL1765582
4023	CHEMBL1765583
4024	CHEMBL1765584
4025	CHEMBL1765585
4026	CHEMBL1765586
4027	CHEMBL1765587
4028	CHEMBL1765588
4029	CHEMBL1765589
4030	CHEMBL1765590
4031	CHEMBL1765591
4032	CHEMBL1765592
4033	CHEMBL1765593
4034	CHEMBL1765594
4035	CHEMBL1765595
4036	CHEMBL1765596
4037	CHEMBL1765597
4038	CHEMBL1765598
4039	CHEMBL1765602
4040	CHEMBL176570
4041	CHEMBL1765720
4042	CHEMBL1765721
4043	CHEMBL1765722
4044	CHEMBL1765723
4045	CHEMBL1765724
4046	CHEMBL1765725
4047	CHEMBL1765726
4048	CHEMBL1765880
4049	CHEMBL1765881
4050	CHEMBL1765882
4051	CHEMBL1765915
4052	CHEMBL1765916
4053	CHEMBL1765917
4054	CHEMBL1765918
4055	CHEMBL1765919
4056	CHEMBL1765920
4057	CHEMBL1765921
4058	CHEMBL176684
4059	CHEMBL177
4060	CHEMBL1771
4061	CHEMBL177126
4062	CHEMBL1771408
4063	CHEMBL1773079
4064	CHEMBL1773116
4065	CHEMBL1773117
4066	CHEMBL1773118
4067	CHEMBL1773119
4068	CHEMBL1773120
4069	CHEMBL1773121
4070	CHEMBL1773122
4071	CHEMBL1773123
4072	CHEMBL1773124
4073	CHEMBL1773125
4074	CHEMBL1773126
4075	CHEMBL1773127
4076	CHEMBL1773128
4077	CHEMBL1773129
4078	CHEMBL1773130
4079	CHEMBL1773131
4080	CHEMBL1773132
4081	CHEMBL1773133
4082	CHEMBL1773134
4083	CHEMBL1773135
4084	CHEMBL1773136
4085	CHEMBL1773137
4086	CHEMBL1773138
4087	CHEMBL1773139
4088	CHEMBL1773140
4089	CHEMBL1773141
4090	CHEMBL1773142
4091	CHEMBL1773143
4092	CHEMBL1773144
4093	CHEMBL1773145
4094	CHEMBL1773146
4095	CHEMBL1773147
4096	CHEMBL1773148
4097	CHEMBL1773149
4098	CHEMBL1773150
4099	CHEMBL1773151
4100	CHEMBL1773152
4101	CHEMBL1773153
4102	CHEMBL1773213
4103	CHEMBL1773214
4104	CHEMBL1773215
4105	CHEMBL1773216
4106	CHEMBL1773373
4107	CHEMBL1773493
4108	CHEMBL1773494
4109	CHEMBL1773495
4110	CHEMBL1773496
4111	CHEMBL1773497
4112	CHEMBL1773498
4113	CHEMBL1773607
4114	CHEMBL1773608
4115	CHEMBL1773609
4116	CHEMBL1773610
4117	CHEMBL1773611
4118	CHEMBL1773612
4119	CHEMBL1773613
4120	CHEMBL1773614
4121	CHEMBL1773615
4122	CHEMBL1773616
4123	CHEMBL1773617
4124	CHEMBL1773618
4125	CHEMBL1773619
4126	CHEMBL1773620
4127	CHEMBL1773672
4128	CHEMBL1773673
4129	CHEMBL1773674
4130	CHEMBL1773675
4131	CHEMBL1773676
4132	CHEMBL1773677
4133	CHEMBL1773678
4134	CHEMBL1773679
4135	CHEMBL1773680
4136	CHEMBL1773681
4137	CHEMBL1773682
4138	CHEMBL1773737
4139	CHEMBL1773738
4140	CHEMBL1773739
4141	CHEMBL1773740
4142	CHEMBL1773741
4143	CHEMBL1773742
4144	CHEMBL1773743
4145	CHEMBL1773744
4146	CHEMBL1773745
4147	CHEMBL1773746
4148	CHEMBL1773747
4149	CHEMBL1773748
4150	CHEMBL1773749
4151	CHEMBL1773750
4152	CHEMBL1773751
4153	CHEMBL1773752
4154	CHEMBL1773753
4155	CHEMBL1773754
4156	CHEMBL1773755
4157	CHEMBL1773756
4158	CHEMBL1773757
